ID,REVIEW,ENTITY_TAGGED_REVIEW,ENTITY_SENTIMENT
46592,"আলহামদুলিল্লাহ, ছবিতে যেমন ঠিক তেমনি পেয়েছি। ধন্যবাদ সেলারকে সঠিক পণ্য দেওয়ার জন্য। Recommended.",আলহামদুলিল্লাহ ছবিতে যেমন যেমন ঠিক তেমনি পেয়েছি।ধন্যবাদ সেলারকে সঠিক _NE_পণ্য দেওয়ার দেওয়ার জন্য।প্রস্তাবিত,1
46606,Alhamdulillah ....পন্যের গুনগত মান ভাল ছিল।সবাই এই সেলার থেকে পন্য নিতে পারেন,আলহামদুলিল্লাহ .... _NE_পন্যের পন্যের মান ভাল ভাল এই সেলার থেকে পন্য পন্য পারেন পারেন,2
46613,সঠিক সাইজ ও কালার পেয়েছি। ব্যবহার করলে বুঝা যাবে প্রোডাক্ট কেমন হয়।,সঠিক সাইজ ও কালার পেয়েছি।ব্যবহার করলে বুঝা যাবে _NE_প্রোডাক্ট কেমন হয় হয়।,2
46614,এই দামে খুব ভাল প্রোডাক্ট। অরিজিনাল। ভাল। ঠিক মতো ডেলিভারি পেয়েছি।,এই দামে খুব ভাল প্রোডাক্ট।অরিজিনাল।ভাল।ঠিক মতো ডেলিভারি পেয়েছি।,2
46631,পণ্যের গুণগত মান  ভালো ছিল। ধন্যবাদ সেলার এবং দারাজকে,_NE_পণ্যের গুণগত মান ভালো ছিল।ধন্যবাদ সেলার এবং দারাজকে,2
46654,"পণ্য দেখে বউ খুশি, আর বউরে দেখে আমি খুশি। ",_NE_পণ্য দেখে বউ খুশি আর বউরে দেখে দেখে আমি খুশি।,2
46657,খুব ভালো প্রোডাক্ট ধন্যবাদ দারাজ।খুব খুশি,খুব ভালো _NE_প্রোডাক্ট ধন্যবাদ দারাজ।খুব খুশি,2
46663,প্রডাক্ট ভালো যে কাউকে সাজেস্ট করা যায়।,_NE_প্রডাক্ট ভালো যে কাউকে সাজেস্ট করা যায় যায়।,2
46669,বইটা মোটামুটি ভালো নিতে পারেন সবাই।,_NE_বইটা মোটামুটি ভালো নিতে পারেন সবাই।,1
46682,"ধন্যবাদ,পেন্টিগুলো অনেক পছন্দ হয়েছে",ধন্যবাদ _NE_পেন্টিগুলো অনেক পছন্দ হয়েছে,2
46687,সুতি কাপর খুবই ভালো। নিতে পারেন।,সুতি _NE_কাপর খুবই ভালো।নিতে পারেন।,2
46688,"দাম কম আর জিনিস ও সুন্দর,,ধন্যবাদ",দাম কম আর _NE_জিনিস ও সুন্দর ধন্যবাদ,2
46695,"গুড প্রোডাক্ট, নিতে পারেন সবাই।",গুড _NE_প্রোডাক্ট নিতে নিতে পারেন।,2
46696,"প্রোডাক্ট দাম হিসেবে অনেক ভালো
",_NE_প্রোডাক্ট দাম হিসেবে অনেক ভালো,2
46797,খুবই ভালো প্রোডাক্ট দাম অনুযায়ী।  কেউ কিনলে ঠকবেন না। কাপড় খুবই আরামদায়ক।,খুবই ভালো _NE_প্রোডাক্ট দাম অনুযায়ী।কেউ কিনলে ঠকবেন না।কাপড় খুবই আরামদায়ক।,2
46798,"খুবই ভালো প্রোডাক্ট, অনেক সফ্ট। আপনারা নিতে পারেন।
ধন্যবাদ দারাজ ও সেলারকে",খুবই ভালো _NE_প্রোডাক্ট অনেক অনেক।আপনারা নিতে পারেন। ধন্যবাদ দারাজ ও সেলারকে,2
46807,প্রডাক্ট কোয়ালিটি এতোটা ভালো হবে ভাবিনাই। খুবই ভালো।,_NE_প্রডাক্ট কোয়ালিটি এতোটা ভালো হবে হবে ভাবিনাই।খুবই ভালো।,2
46828,চাইলে সবাই নিতে পারে কাপর কোয়ালিটি ও সেলাই মানসম্মত আছে।,চাইলে সবাই নিতে পারে _NE_কাপর কোয়ালিটি ও সেলাই সেলাই মানসম্মত আছে আছে,2
46830,"আলহামদুলিল্লাহ
 প্যাকেটিং & প্রোডাক্ট খুব ভাল ছিলো.
",আলহামদুলিল্লাহ প্যাকেটিং _NE_প্রোডাক্ট খুব ভাল ছিলো ছিলো,2
46841,অনেক সুন্দর। খুবই আরামদায়ক প্যান্ট গুলো৷ সবাই নিতে পারেন ?,অনেক সুন্দর।খুবই আরামদায়ক _NE_প্যান্ট গুলো।সবাই নিতে পারেন ?,2
46844,"দাম অনুযায়ী প্রোডাক্ট ভালই আছে
চাইলে কেউ নিতে পারেন",দাম অনুযায়ী _NE_প্রোডাক্ট ভালই আছে চাইলে কেউ নিতে পারেন,2
46845,"সবকিছু ঠিকঠাক ছিলো।
ধন্যবাদ সঠিক পণ্য দেওয়ার জন্য ",সবকিছু ঠিকঠাক ছিলো। ধন্যবাদ সঠিক _NE_পণ্য দেওয়ার জন্য,2
46903,আলহামদুলিল্লাহ। ভালো প্রোডাক্ট পেয়েছি কিন্তু সাইজ ঠিক নেই।তিন টা তিন সাইজ।এটা আশা করিনি।,আলহামদুলিল্লাহ।ভালো _NE_প্রোডাক্ট পেয়েছি কিন্তু সাইজ ঠিক নেই।তিন টা টা তিন সাইজ।এটা আশা করিনি করিনি।,2
46919,"প্রডাক্ট কোয়ালিটি খুব ভালো, ডেলিভারি ম্যান এর সার্ভিস ও যথেষ্ট ভালো। ",_NE_প্রডাক্ট কোয়ালিটি খুব ভালো ডেলিভারি ম্যান এর এর সার্ভিস যথেষ্ট যথেষ্ট ভালো ভালো ভালো,2
46939,অনেক সুন্দর প্রোডাক্ট। আসলেই দারুন। এতো সুন্দর ফিটিংস আর কাপড় গুলো অনেক সফট।। ধন্যবাদ ???,অনেক সুন্দর _NE_প্রোডাক্ট।আসলেই দারুন।এতো সুন্দর ফিটিংস আর কাপড় গুলো অনেক সফট সফট ।।ধন্যবাদ ???,2
46979,দাম অনুযায়ী  জিনিস ভালই পেয়েছে যে সাইজ দিছি সেই সাইজে আসছে,দাম অনুযায়ী _NE_জিনিস ভালই পেয়েছে যে সাইজ দিছি দিছি সেই সাইজে সাইজে,2
46983,প্যান্টিগুলো মোটামুটি ভালোই আছে। দাম অনুযায়ী ঠিক আছে।,_NE_প্যান্টিগুলো মোটামুটি ভালোই আছে।দাম অনুযায়ী ঠিক আছে।,1
46991,কাপড় খুবি soft.এবং অরিজিনাল প্রডাক্ট ছিল।ধন্যবাদ দারাজ কে।5star দিলাম।,কাপড় খুলে নরম। এবং এবং _NE_প্রোডাক্ট ছিল।ধন্যবাদ দারাজকে ।5 তারা দিলাম।।।,2
46992,"অসাধারণ জিনিষ, খুব ভালো ফিটিংস হইসে।",অসাধারণ _NE_জিনিষ খুব খুব ভালো ফিটিংস।।,2
46994,"ধন্যবাদ দারাজ ফ্যামিলি কে, দাম অনুযায়ী অনেক ভালো একটি প্রডাক, ?❤️ ",ধন্যবাদ দারাজ ফ্যামিলি কে দাম অনুযায়ী অনেক অনেক ভালো _NE_প্রডাক ?❤,2
47000,প্রোডাক্ট টি অতটাও ভালো না,_NE_প্রোডাক্ট টি অতটাও ভালো না,0
47007,ছোটদের জন্য বেশ উপযোগী একটি বই,ছোটদের জন্য বেশ উপযোগী একটি _NE_বই,2
47008,আসলেই একটা অথেন্টিক প্রোডাক্ট।।THANKS A LOT OF DARAZ,আসলেই একটা অথেন্টিক _NE_প্রোডাক্ট ।। অনেক দারাজকে ধন্যবাদ,2
47011,ভালো প্রোডাক্ট।সেলারকে ধন্যবাদ দ্রুত পাঠানোর জন্য।,ভালো  _NE_প্রোডাক্ট।সেলারকে ধন্যবাদ দ্রুত পাঠানোর পাঠানোর জন্য।,2
47018,"ভালো প্রোডাক্ট ,,নিতে পারেন সবাই-Recommended",ভালো _NE_প্রোডাক্ট নিতে পারেন- প্রস্তাবিত,2
47021,"আলহামদুলিল্লাহ যেমন চেয়েছি তেমনি পেয়েছি,,, প্রডাক্টস গুলো খুব ভালো ছিল ",আলহামদুলিল্লাহ যেমন চেয়েছি তেমনি পেয়েছি প্রডাক্টস গুলো খুব ভালো ছিল,2
47022,ধন্যবাদ সেলারকে এতো ভালো প্রডাক্ট দেওয়ায়,ধন্যবাদ সেলারকে এতো ভালো _NE_প্রডাক্ট দেওয়ায়,2
47045,প্রডাক্ট কোয়ালিটি ১০০ তে ১০০,_NE_প্রডাক্ট কোয়ালিটি ১০০ তে ১০০,2
47062,"খুব ভালো অনুবাদ, তথ্য সমৃদ্ধ বই",খুব ভালো অনুবাদ তথ্য সমৃদ্ধ _NE_বই,2
47071,পুরাই বাংলা কাপড়।সব T-shirt এর কাপড়।কোমরের ইলাস্টিক  ২/৩ বার পড়লেই ঢিলা হয়ে যাবে।that was not expected.,পুরাই বাংলা _NE_কাপড়।সব টি-শার্ট এর কাপড়।কোমরের ইলাস্টিক ২/৩ বার পড়লেই ঢিলা হয়ে হয়ে যাবে।।।।।।।।।।।।।।।।।।।।।,0
47151,"অনেক সুন্দর। আগেও নিয়েছি, এবার ও নিলাম। কম দামে অনেক সুন্দর কমফোর্টেবল জিনিস। সত্যি খুব ভালো। ",অনেক সুন্দর।আগেও নিয়েছি এবার এবার ও।কম দামে অনেক সুন্দর কমফোর্টেবল কমফোর্টেবল জিনিস।সত্যি খুব ভালো।,2
47164,প্রোডাক্ট একদম ঠিকঠাক। সেলার কে ধন্যবাদ দিতে হয়। যেমন কালার চেয়েছিলাম সেগুলোই দিয়েছে।,_NE_প্রোডাক্ট একদম ঠিকঠাক।সেলার কে ধন্যবাদ দিতে হয়।যেমন কালার চেয়েছিলাম সেগুলোই দিয়েছে।,2
47175,প্রোডাক্টটি অনেক ভালো।। আগেও নিয়েছিলাম। আপনারা চাইলে নিতে পারেন।।সেলারকে ধন্যবাদ।,_NE_প্রোডাক্টটি অনেক ভালো ।।আগেও নিয়েছিলাম।আপনারা চাইলে নিতে পারেন।।সেলারকে ধন্যবাদ।,2
47189,অসাধারন একটি পন্য। যথেষ্ট কমে পাইছি। খুবই ভালো লাগছে। অরিজিনাল প্রডাক্ট পাইছি,অসাধারন একটি পন্য।যথেষ্ট কমে পাইছি।খুবই ভালো লাগছে।অরিজিনাল _NE_প্রডাক্ট পাইছি,2
47197,আপনাদের পণ্যের মান এবং কোয়ালিটি দুটোই ভালো। কাপড়টা যথেষ্ট সফট ভালো লেগেছে,আপনাদের _NE_পণ্যের মান এবং কোয়ালিটি দুটোই ভালো ভালো।কাপড়টা যথেষ্ট সফট ভালো লেগেছে,2
47200,"অসাধারণ প্রডাক্ট,  এই দামে এতো ভালো প্রডাক্ট পাব বুজিনি, tnx seller ke??",অসাধারণ প্রডাক্ট এই এই এতো ভালো _NE_প্রডাক্ট পাব বুজিনি টিএনএক্স বিক্রেতা কেই ??,2
47214,ছবি দিসেন এক জিনিস এর আর দিসেন আরেক জিনিস। কেউ কিনবেন না ফালতু সেলার,ছবি দিসেন এক _NE_জিনিস এর আর দিসেন দিসেন আরেক জিনিস।কেউ কিনবেন না ফালতু সেলার,0
47224,ভালো প্রোডাক্ট। দ্বিতীয়বার অর্ডার করেছি।  কম দামে আরামদায়ক পন‍্য।,ভালো _NE_প্রোডাক্ট।দ্বিতীয়বার অর্ডার করেছি।কম দামে আরামদায়ক পন‍্য।,2
47229,"খুবি ভালো,, ছবি সাথে মিল আছে,, এইরকম প্রোডাক্ট দিলে ভালো লাগে ",খুবি ভালো ছবি ছবি সাথে আছে এইরকম _NE_প্রোডাক্ট দিলে ভালো লাগে,2
47235,"অনেক ভালো ছিলো প্রডাক্টের মান,যা ভেবেছিলাম তার থেকে ভালো ছিলো",অনেক ভালো ছিলো প্রডাক্টের মান যা ভেবেছিলাম ভেবেছিলাম তার থেকে ভালো ভালো,2
47237,ধন্যবাদ সেলার কে ভালোভাবে প্রোডাক্টটি ডেলিভারি দেওয়ার জন্য,ধন্যবাদ সেলার কে ভালোভাবে _NE_প্রোডাক্টটি ডেলিভারি ডেলিভারি দেওয়ার জন্য জন্য,1
47239,"সিস্টেমে প্রতি পিস 36 টাকা করে পড়ছে, এই দামে খুবই ভালো পণ্য",সিস্টেমে প্রতি পিস 36 টাকা করে পড়ছে এই দামে খুবই খুবই _NE_পণ্য পণ্য,2
47242,খুব সুন্দর ছিল প্রোডাক্টটি। আর কাপড় এর মান অনেক ভালো ছিল।,খুব সুন্দর ছিল প্রোডাক্টটি।আর কাপড় এর মান অনেক ভালো ছিল ছিল।,2
47243,"প্যান্টি ৩টি হাতে পেয়েছি,খুব ভাল ছিল।সেলারকে অনেক ধন্যবাদ ",প্যান্টি ৩ টি হাতে পেয়েছি খুব ভাল ভাল ছিল।সেলারকে অনেক ধন্যবাদ,2
47245,"দেখায় এক কালার, দেয় ভিন্ন কালার। বাজে কালারের পেন্টি দিছে",দেখায় এক কালার দেয় দেয় ভিন্ন।।বাজে কালারের _NE_পেন্টি দিছে,0
47247,প্রোডাক্টের মাল খুব ভালো। সেকেন্ড টাইম আবার অর্ডার করলাম।,প্রোডাক্টের _NE_মাল খুব ভালো।সেকেন্ড টাইম আবার অর্ডার করলাম।,2
47253,প্রডাক্ট ভাল মানের। দাম হিসেবে ঠিকই আছে। রেকমেন্ড করলাম।,_NE_প্রডাক্ট ভাল মানের।দাম হিসেবে ঠিকই আছে।রেকমেন্ড করলাম।,2
47256,প্যাকেজিং খুবই বাজে। শুধু একটা কাগজের ব্যাগে ভরে দিছে।,প্যাকেজিং খুবই বাজে।শুধু একটা কাগজের ব্যাগে ভরে ভরে দিছে।,0
47264,"প্রোডাক্ট গুলো ভাল ছিল,  কিন্তু ডেলিভারি চার্জ অনেক।",_NE_প্রোডাক্ট গুলো ভাল ছিল কিন্তু ডেলিভারি চার্জ চার্জ অনেক।,2
47265,"এই ভাইয়ের কাছ থেকে আমি তিনবার নিয়েছি,খুব ভালো জিনিস ",এই ভাইয়ের কাছ থেকে আমি আমি নিয়েছি নিয়েছি খুব ভালো _NE_জিনিস,2
47273,খুবই সুন্দর মাল কিন্তু S size থাকলে আর একটু ভালো হত,খুবই সুন্দর _NE_মাল কিন্তু s আকার থাকলে আর একটু একটু হত হত,2
47274,খুবই ভালো মানের প্রডাক্ট ধন্যবাদ দারাজ এবং সেলারকে।,খুবই ভালো মানের _NE_প্রডাক্ট ধন্যবাদ দারাজ এবং সেলারকে সেলারকে।,2
47289,"ভালো মানের জিনিস, কিন্তু তিনটাই একই কালার দিছেন ",ভালো মানের _NE_জিনিস কিন্তু তিনটাই একই কালার কালার দিছেন,2
47301,দেরি করে ডেলিভারি হইছে তবে প্রোডাক্ট খুবই ভালো,দেরি করে ডেলিভারি হইছে তবে _NE_প্রোডাক্ট খুবই খুবই ভালো,2
47321,অনেক সুন্দর প্রোডাক্ট ও ভলো সবাই নিতে পারেন,অনেক সুন্দর _NE_প্রোডাক্ট ও ভলো সবাই নিতে নিতে পারেন,2
47324,অসাধারণ এক বই।,অসাধারণ এক বই।,2
47325,"দামে কম মানে ভালো, খুবই ভালো ছিল প্রোডাক্ট।",দামে কম মানে ভালো খুবই ভালো ছিল ছিল _NE_প্রোডাক্ট।,2
47337,পণ্য হাতে ডেলিভারি ই পাইলাম না আবার রিভিউ।,_NE_পণ্য হাতে ডেলিভারি ই পাইলাম না আবার আবার রিভিউ।,1
47338,"কম দামে অসাধারণ প্রোডাক্ট, রিকমন্ডেড ??",কম দামে অসাধারণ _NE_প্রোডাক্ট রিকমন্ডেড রিকমন্ডেড,2
47340,"কাপর ভালো অনেকটাই ভালো।
নিতে পারেন সবাই। ",_NE_কাপর ভালো অনেকটাই ভালো। নিতে পারেন সবাই।,2
47360,"পণ্যের মান অনেক ভালো,, নিলে ঠকবেন না।",_NE_পণ্যের মান অনেক ভালো নিলে ঠকবেন না।,2
47361,পণ্য টি এখনো হাতে পেলাম না। কারণ কি?,_NE_পণ্য টি এখনো হাতে পেলাম পেলাম না।কারণ কি,1
47384,ভালো প্রোডাক্ট। নেওয়া যেতে পারে।।,ভালো _NE_প্রোডাক্ট।নেওয়া যেতে পারে ।।,2
47448,দাম অনুযায়ী জিনিস টা ভালো,দাম অনুযায়ী _NE_জিনিস টা ভালো,2
47667,সবগুলো কবিতাই দারুণ। সেরা একটা বই।,সবগুলো কবিতাই দারুণ। সেরা একটা _NE_বই।,2
47768,অসাধারণ বইয়ের উদ্রিতিগুলো।একদম মন ছুয়ে গেছে।,অসাধারণ _NE_বইয়ের উদ্রিতিগুলো।একদম মন ছুয়ে গেছে।,2
47781,সত্যই শিশুদের উপযোগী সুন্দর একটি বই।,সত্যই শিশুদের উপযোগী সুন্দর একটি  _NE_বই।,2
47798,ছোট হলেও বেশ ভালো একটি বই।,ছোট হলেও বেশ ভালো একটি বই।,2
47838,প্রোডাক্টটা অনেক ভালো। মানসম্মত। সবাই নিতে পারেন কেউ ঠকবেননা। ধন্যবাদ।,_NE_প্রোডাক্টটা অনেক ভালো।মানসম্মত।সবাই নিতে পারেন কেউ ঠকবেননা।ধন্যবাদ।,2
47885,ভালোবাসার গল্প বইটি তেমন ভাল লাগেনি।,ভালোবাসার গল্প _NE_বইটি তেমন ভাল লাগেনি।,0
47908,বাচ্চাদের জন্য মজার একটি বই।,বাচ্চাদের জন্য মজার একটি বই।,2
48085,অল্প টাকায় এতো ভালো একটা প্রোডাক্ট....... অনেক ভালো লেগেছে,অল্প টাকায় এতো ভালো একটা _NE_প্রোডাক্ট ....... অনেক অনেক লেগেছে,2
48092,product খুবই ভালো। আপনারা সবাই নিতে পারেন।আমি product পেয়ে খুবই খুশি।☺️,_NE_পণ্য খুবই ভালো।আপনারা সবাই নিতে পারেন।আমি _NE_পণ্য পেয়ে খুবই খুশি।☺ খুশি।☺ খুশি।☺,2
48111,খুব সুন্দর প্রডাক্ট । অনেক সফট খুব ভালো লাগলো তাই সব স্টার গুলো দিলাম,খুব সুন্দর _NE_প্রডাক্ট।অনেক সফট খুব ভালো লাগলো তাই সব সব স্টার গুলো দিলাম,2
48114,দামের তুলনায় পণ্যটি খুব সুন্দর।  ধন্যবাদ দারাজকে।,দামের তুলনায় _NE_পণ্যটি খুব সুন্দর।ধন্যবাদ দারাজকে।,2
48144,দাম অনুযায়ী মান খুব ভাল। দারাজকে ধন্যবাদ সঠিক প্রডাক্ট দেওয়ার জন্য।,দাম অনুযায়ী মান খুব ভাল।দারাজকে ধন্যবাদ সঠিক _NE_প্রডাক্ট দেওয়ার দেওয়ার জন্য।,2
48153,কালার দেয়ার কথা একটা দিছে আর একটা। ছবির সাথে পন্যের মিল নেই।,কালার দেয়ার কথা একটা দিছে আর একটা একটা।ছবির সাথে _NE_পন্যের মিল নেই।,0
48211,অসাধারন একটি বই।অবশ্যই সকলের পড়া উচিৎ।,অসাধারন একটি _NE_বই।অবশ্যই সকলের পড়া উচিৎ।,2
48241,"খুব ভালো প্রোডাক্ট, কাপড়ের কোয়ালিটি ভালো,পারফেক্ট সাইজ,দাম ও ঠিকঠাক আছে।❤❤",খুব ভালো _NE_প্রোডাক্ট কাপড়ের কাপড়ের ভালো পারফেক্ট সাইজ দাম ও ও ঠিকঠাক আছে।❤❤,2
48242,যেই কালার দিতে বলেছিলাম ওই কালার দেওয়ার জন্য ধন্যবাদ।প্রোডাক্ট ও খুব ভালো।,যেই কালার দিতে বলেছিলাম ওই কালার দেওয়ার জন্য জন্য ধন্যবাদ।প্রোডাক্ট ও খুব ভালো ভালো।,2
48245,সাইজ ঠিক ছিলনা। একই সাইজের জিনিস ছোটবড়। যেটা অর্ডার দিচ্ছি সেটা পাইনি।,সাইজ ঠিক ছিলনা।একই সাইজের _NE_জিনিস ছোটবড়।যেটা অর্ডার দিচ্ছি সেটা পাইনি।,0
48254,"প্রডাক্ট খুবই সফট এবং সুন্দর। 
ধন্যবাদ দারাজকে",_NE_প্রডাক্ট খুবই সফট এবং সুন্দর। ধন্যবাদ দারাজকে,2
48284,"পেন্টি গুলো খুব ভাল মানের,পরে খুব আরাম পেলাম।",_NE_পেন্টি গুলো খুব ভাল মানের পরে খুব খুব আরাম পেলাম।,2
48314,"Just amazing! এত কম দামে এত ভালো প্রোডাক্ট পাবো ভাবিনি। colour, size, fabric সবই perfect.",অসাধারণ এত কম দামে এত ভালো _NE_প্রোডাক্ট পাবো ভাবিনি ভাবিনি।রঙ আকার ফ্যাব্রিক সবই নিখুঁত।,2
48316,খুব ভালো প্রডাক্ট ৷ নিতে পারেন নির্দিধায় ৷ ধন্যবাদ সেলার সুন্দর প্রডাক্ট দেওয়ার জন্য।,খুব ভালো প্রডাক্ট।নিতে পারেন নির্দিধায়।ধন্যবাদ সেলার সুন্দর _NE_প্রডাক্ট দেওয়ার দেওয়ার জন্য।,2
48326,"খুবই সুন্দর ও ভালো পণ্যটি। কাপড়ের মান খুবই ভালো,  আরামদায়ক।  পণ্যটি নিতে পারেন।",খুবই সুন্দর ও ভালো _NE_পণ্যটি।কাপড়ের মান খুবই ভালো আরামদায়ক আরামদায়কপণ্যটি নিতে পারেন।,2
48329,"আলহামদুলিল্লাহ,  ছবিতে যা ছিলো, তা ই দেয়া হয়েছে।
এবং প্রোডাক্ট কোয়ালিটি ও ভালো",আলহামদুলিল্লাহ ছবিতে যা ছিলো তা ই দেয়া দেয়া।। এবং _NE_প্রোডাক্ট কোয়ালিটি ও ভালো,2
48342,ভাল প্রোডাক্ট পেয়েছি আশা করছি আগামীতে আরো ভাল প্রোডাক্ট পাবো। ধন্যবাদ,ভাল _NE_প্রোডাক্ট পেয়েছি আশা করছি আগামীতে আরো ভাল ভাল _NE_প্রোডাক্ট পাবো পাবোধন্যবাদ,2
48350,কাপড়ের কোয়ালিটি মোটামুটি ভালোই। দাম অনুসারে প্রডাক্ট ঠিক আছে।,কাপড়ের কোয়ালিটি মোটামুটি ভালোই।দাম অনুসারে _NE_প্রডাক্ট ঠিক আছে।,1
48373,"ছবিতে যেমন দেখেছিলাম ঠিক তেমনি পেয়েছি,,,,,,
ধন্যবাদ সেলারকে সঠিক পণ্যটি পাঠানোর জন্য,,।","ছবিতে যেমন দেখেছিলাম ঠিক ঠিক পেয়েছি ধন্যবাদ সেলারকে সঠিক _NE_পণ্যটি পাঠানোর জন্য ,।",2
48396,"খুব ভালো,তবে হলুদ টার কাপরটা বেশি ভালো।",খুব ভালো তবে তবে হলুদ _NE_কাপরটা বেশি বেশি ভালো।,2
48428,কালো কালার চেয়েছিলাম দিলেন নেবি কালার।যাইহোক প্রডাক্ট  ভালো আছে,কালো কালার চেয়েছিলাম দিলেন নেবি কালার।যাইহোক _NE_প্রডাক্ট প্রডাক্ট ভালো আছে,2
48431,"Don't recommend..
দেখে মনে হচ্ছে পুরান জিনিস দিছে,,,ইউজ করা",সুপারিশ করবেন না .. দেখে মনে হচ্ছে পুরান _NE_জিনিস দিছে ইউজ করা,0
48432,এত ভালো প্রোডাক্ট পাব আশা করিনি। সেম সাইজ প্রডাক্ট পাঠানো হয়েছে। তাই ফাইভ স্টার দিলাম,এত ভালো _NE_প্রোডাক্ট পাব আশা আশা করিনি।সেম সাইজ প্রডাক্ট পাঠানো হয়েছে।তাই ফাইভ স্টার দিলাম,2
48458,"প্রোডাক্ট গুলোর মান খুবই ভালো এবং ফ্যাব্রিক্স ও আরামদায়ক।
প্রিন্ট গুলোও সুন্দর..রেটিংস- ১০/১০",_NE_প্রোডাক্ট গুলোর মান খুবই ভালো এবং ফ্যাব্রিক্স ও ও আরামদায়ক। প্রিন্ট গুলোও সুন্দর .. রেটিংস- ১০/১০,2
48523,অসম্ভব ভালো এবং প্রয়োজনীয় দুটি বই।,অসম্ভব ভালো এবং প্রয়োজনীয় দুটি _NE_বই।,2
48539,আমি যেটা চেয়েছি সেটা পাইনি।  আমাকে ভুল প্রোডাক্ট দেয়া হয়েছে,আমি যেটা চেয়েছি সেটা পাইনি।আমাকে ভুল _NE_প্রোডাক্ট দেয়া হয়েছে,1
48551,ভালো নিতে পারেন। কাপর ভালো আরামদায়ক। ধন্যবাদ দারাজ।,ভালো নিতে পারেন।কাপর ভালো আরামদায়ক।ধন্যবাদ দারাজ।,2
48554,"অনেক সুন্দর পণ্য
সেলার ও ডেলিভারি ম্যান কে ধন্যবাদ ",অনেক সুন্দর _NE_পণ্য সেলার ও ডেলিভারি ম্যান কে ধন্যবাদ,2
48563,দাম আর প্রোডাক্ট ভালো আছে। একদম সেইম ছবির মত,দাম আর _NE_প্রোডাক্ট ভালো আছে।একদম সেইম ছবির মত,2
48564,"কাপর ভালো, কিন্তু সাইজ মনে হচ্ছে এশিয়ান না । ",_NE_কাপর ভালো কিন্তু কিন্তু সাইজ হচ্ছে এশিয়ান এশিয়ান না।,2
48573,কাপর গুলা তেমন ভালো না।মোটামুটি চলে আরকি,_NE_কাপর গুলা তেমন ভালো না।মোটামুটি না।মোটামুটি চলে আরকি,1
48580,"খুবই আরামদায়ক একটা পণ্য
সত্যি অসাধারণ",খুবই আরামদায়ক একটা _NE_পণ্য সত্যি অসাধারণ,2
48613,বইটা সুন্দর ।প্রশ্নের সুন্দর ব্যাখ্যা আছে।,_NE_বইটা সুন্দর ।প্রশ্নের সুন্দর ব্যাখ্যা আছে।,2
48699,খুব ভালো হাদিস বইটি।সবার পড়া উচিৎ❤️❤️❤️,খুব ভালো হাদিস _NE_বইটি।সবার পড়া উচিৎ❤️❤️❤️,2
48722,অনেক ভালো প্রডাক্ট। অনেক ধন্যবাদ সেলারকে ভালো প্রডাক্ট দেওয়ার জন্য।,অনেক ভালো প্রোডাক্ট।অনেক ধন্যবাদ সেলার কে ভালো _NE_প্রোডাক্ট দেওয়ার জন্য জন্য।,2
48729,"আলহামদুলিল্লাহ ভালো লেগেছে , ছবির সাথে মিল আছে রিয়াল প্রোডাক্টের। আবার নিব ইনশাআল্লাহ । ধন্যবাদ ? ।",আলহামদুলিল্লাহ ভালো লেগেছে ছবির সাথে মিল আছে আছে রিয়াল _NE_প্রোডাক্টের।আবার নিব ইনশাআল্লাহ।ধন্যবাদ ?।,2
48738,বইটা প্রত্যেকের বাসায় থাকা উচিত।,_NA_বইটা প্রত্যেকের বাসায় থাকা উচিত।,2
48790,ধন্যবাদ  টাকা হিসাবে সব জিনিস ভালো পাইছি,ধন্যবাদ টাকা হিসাবে সব _NE_জিনিস জিনিস ভালো পাইছি,2
48800,আমার খুব পছন্দের একটি বই।,আমার খুব পছন্দের একটি _NE_বই।,2
48928,অল্প টাকায় সুন্দর একটি উপকারী বই।,অল্প টাকায় সুন্দর একটি উপকারী বই।,2
49007,কালার এবং কাপড় দুটো ই ভালো। ধন্যবাদ ভালো জিনিস দেয়ার জন্য,কালার এবং কাপড় দুটো ই ই ভালো।ধন্যবাদ ভালো _NE_জিনিস দেয়ার জন্য,2
49013,"আলহামদুলিল্লাহ 
খুব অল্প সময়ে ডেলিভারি পেয়েছি 
এবং প্রোডাক্ট ও মানসম্মত 
আপনারা ও নিতে পারেন??",আলহামদুলিল্লাহ খুব অল্প সময়ে ডেলিভারি পেয়েছি এবং _NE_প্রোডাক্ট ও মানসম্মত আপনারা ও নিতে পারেন??,2
49040,"ধন্যবাদ আমি এই প্রোডাক্টা ভালো ভাবে পেয়েছি,",ধন্যবাদ আমি এই প্রোডাক্টা ভালো ভাবে পেয়েছি পেয়েছি,2
49043,ভালো একটা বই বিশ্বাস নিয়েনাস্তিকতার গোড়াপত্তন হবে,ভালো একটা _NE_বই বিশ্বাস নিয়েনাস্তিকতার গোড়াপত্তন হবে,2
49043,ভালো একটা বই বিশ্বাস নিয়েনাস্তিকতার গোড়াপত্তন হবে,ভালো একটা _NE_বই বিশ্বাস নিয়েনাস্তিকতার গোড়াপত্তন হবে,2
49052,খুব ভালো মানের পণ্য। আপনারা প্রয়োজন মত অবশ্যই অর্ডার করতে পারেন।,খুব ভালো মানের পণ্য।আপনারা প্রয়োজন মত অবশ্যই অর্ডার করতে পারেন পারেন।,2
49103,"order করেছি small size , দিয়েছে xl, বাটপারি",অর্ডার করেছি ছোট আকার দিয়েছে xl বাটপারি,1
