id,review,sentiment,bio_tagged_review
766,থ্রিডি মাস্ক টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,থ্রিডি-B মাস্ক-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
767,থ্রিডি মাস্ক টি খুব কাজের। দাম অনুযায়ী দারুণ।,2,থ্রিডি-B মাস্ক-I টি খুব কাজের। দাম অনুযায়ী দারুণ।
768,থ্রিডি মাস্ক টি খুবই বাজে। একদম ভালো না।,0,থ্রিডি-B মাস্ক-I টি খুবই বাজে। একদম ভালো না।
769,থ্রিডি মাস্ক টি হাতে পেয়েছি। মোটামুটি ভালো।,1,থ্রিডি-B মাস্ক-I টি হাতে পেয়েছি। মোটামুটি ভালো।
770,থ্রিডি মাস্ক অনেক চমৎকার একটা প্রোডাক্ট।,2,থ্রিডি-B মাস্ক-I অনেক চমৎকার একটা প্রোডাক্ট।
771,থ্রিডি মাস্ক টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,থ্রিডি-B মাস্ক-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
772,থ্রিডি মাস্ক টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,থ্রিডি-B মাস্ক-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
773,থ্রিডি মাস্ক টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,থ্রিডি-B মাস্ক-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
774,থ্রিডি মাস্কটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,থ্রিডি মাস্কটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
775,থ্রিডি মাস্ক অনেক চমৎকার একটা প্রোডাক্ট।,2,থ্রিডি-B মাস্ক-I অনেক চমৎকার একটা প্রোডাক্ট।
776,থ্রিডি মাস্ক টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0,থ্রিডি-B মাস্ক-I টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।
777,"থ্রিডি মাস্ক ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"থ্রিডি-B মাস্ক-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
778,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2,থ্রিডি-B মাস্ক-I টি অনেক ভালো! আমি খুবই খুশি।
779,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
780,থ্রিডি মাস্ক টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,থ্রিডি-B মাস্ক-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
781,থ্রিডি মাস্ক টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0,থ্রিডি-B মাস্ক-I টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।
782,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2,থ্রিডি-B মাস্ক-I টি অনেক ভালো! আমি খুবই খুশি।
783,থ্রিডি মাস্কটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,থ্রিডি মাস্কটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
784,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2,থ্রিডি-B মাস্ক-I টি অনেক ভালো! আমি খুবই খুশি।
785,থ্রিডি মাস্ক টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,থ্রিডি-B মাস্ক-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
786,থ্রিডি মাস্ক টি খুব কাজের। দাম অনুযায়ী দারুণ।,2,থ্রিডি-B মাস্ক-I টি খুব কাজের। দাম অনুযায়ী দারুণ।
787,থ্রিডি মাস্ক ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,থ্রিডি-B মাস্ক-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
788,থ্রিডি মাস্ক ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,থ্রিডি-B মাস্ক-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
789,থ্রিডি মাস্ক অনেক চমৎকার একটা প্রোডাক্ট।,2,থ্রিডি-B মাস্ক-I অনেক চমৎকার একটা প্রোডাক্ট।
790,"থ্রিডি মাস্ক ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"থ্রিডি-B মাস্ক-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
791,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
792,থ্রিডি মাস্ক টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,থ্রিডি-B মাস্ক-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
793,থ্রিডি মাস্ক টি হাতে পেয়েছি। মোটামুটি ভালো।,1,থ্রিডি-B মাস্ক-I টি হাতে পেয়েছি। মোটামুটি ভালো।
794,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,থ্রিডি মাস্কটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
795,থ্রিডি মাস্ক টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,থ্রিডি-B মাস্ক-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
796,"থ্রিডি মাস্ক ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"থ্রিডি-B মাস্ক-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
797,থ্রিডি মাস্ক টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1,থ্রিডি-B মাস্ক-I টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।
798,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2,থ্রিডি-B মাস্ক-I টি অনেক ভালো! আমি খুবই খুশি।
799,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2,থ্রিডি-B মাস্ক-I টি অনেক ভালো! আমি খুবই খুশি।
800,থ্রিডি মাস্ক টি অনেক ভালো! আমি খুবই খুশি।,2,থ্রিডি-B মাস্ক-I টি অনেক ভালো! আমি খুবই খুশি।
801,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2,সানছ-B ক্রিম-I অনেক চমৎকার একটা প্রোডাক্ট।
802,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2,সানছ-B ক্রিম-I টি খুব কাজের। দাম অনুযায়ী দারুণ।
803,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,সানছ-B ক্রিম-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
804,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
805,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,সানছ-B ক্রিম-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
806,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,সানছ-B ক্রিম-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
807,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
808,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1,সানছ-B ক্রিম-I টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।
809,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
810,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
811,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
812,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
813,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2,সানছ-B ক্রিম-I অনেক চমৎকার একটা প্রোডাক্ট।
814,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2,সানছ-B ক্রিম-I অনেক চমৎকার একটা প্রোডাক্ট।
815,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
816,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
817,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
818,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
819,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
820,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2,সানছ-B ক্রিম-I টি খুব কাজের। দাম অনুযায়ী দারুণ।
821,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
822,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
823,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
824,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
825,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2,সানছ-B ক্রিম-I এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।
826,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,সানছ-B ক্রিম-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
827,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
828,সানছ ক্রিম টি হাতে পেয়েছি। মোটামুটি ভালো।,1,সানছ-B ক্রিম-I টি হাতে পেয়েছি। মোটামুটি ভালো।
829,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
830,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1,সানছ-B ক্রিম-I টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।
831,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
832,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
833,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
834,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,সানছ-B ক্রিম-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
835,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
836,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,সানছ-B ক্রিম-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
837,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
838,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1,সানছ-B ক্রিম-I টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।
839,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
840,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
841,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
842,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
843,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2,সানছ-B ক্রিম-I এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।
844,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2,সানছ-B ক্রিম-I টি খুব কাজের। দাম অনুযায়ী দারুণ।
845,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
846,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
847,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,সানছ-B ক্রিম-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
848,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
849,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
850,সানছ ক্রিম টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0,সানছ-B ক্রিম-I টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।
851,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
852,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,সানছ-B ক্রিম-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
853,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
854,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2,সানছ-B ক্রিম-I অনেক চমৎকার একটা প্রোডাক্ট।
855,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
856,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,সানছ-B ক্রিম-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
857,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
858,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,সানছ-B ক্রিম-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
859,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,সানছ ক্রিমটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
860,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
861,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1,সানছ-B ক্রিম-I টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।
862,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
863,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,সানছ ক্রিমটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
864,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
865,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
866,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,সানছ-B ক্রিম-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
867,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1,সানছ-B ক্রিম-I টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।
868,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
869,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
870,সানছ ক্রিম টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,সানছ-B ক্রিম-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
871,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
872,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,সানছ-B ক্রিম-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
873,সানছ ক্রিম টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,সানছ-B ক্রিম-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
874,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1,সানছ-B ক্রিম-I টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।
875,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
876,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
877,সানছ ক্রিম টি হাতে পেয়েছি। মোটামুটি ভালো।,1,সানছ-B ক্রিম-I টি হাতে পেয়েছি। মোটামুটি ভালো।
878,সানছ ক্রিম টি অনেক ভালো! আমি খুবই খুশি।,2,সানছ-B ক্রিম-I টি অনেক ভালো! আমি খুবই খুশি।
879,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2,সানছ-B ক্রিম-I টি খুব কাজের। দাম অনুযায়ী দারুণ।
880,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2,সানছ-B ক্রিম-I এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।
881,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2,সানছ-B ক্রিম-I টি খুব কাজের। দাম অনুযায়ী দারুণ।
882,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,সানছ-B ক্রিম-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
883,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2,সানছ-B ক্রিম-I এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।
884,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2,সানছ-B ক্রিম-I অনেক চমৎকার একটা প্রোডাক্ট।
885,সানছ ক্রিম টি খুবই বাজে। একদম ভালো না।,0,সানছ-B ক্রিম-I টি খুবই বাজে। একদম ভালো না।
886,সানছ ক্রিম টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0,সানছ-B ক্রিম-I টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।
887,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
888,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
889,সানছ ক্রিম টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0,সানছ-B ক্রিম-I টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।
890,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,সানছ-B ক্রিম-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
891,সানছ ক্রিম ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।,2,সানছ-B ক্রিম-I ব্যবহার করে খুব ভালো ফল পেয়েছি। ধন্যবাদ সেলারকে।
892,সানছ ক্রিম অনেক চমৎকার একটা প্রোডাক্ট।,2,সানছ-B ক্রিম-I অনেক চমৎকার একটা প্রোডাক্ট।
893,সানছ ক্রিম টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0,সানছ-B ক্রিম-I টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।
894,সানছ ক্রিম টি খুব কাজের। দাম অনুযায়ী দারুণ।,2,সানছ-B ক্রিম-I টি খুব কাজের। দাম অনুযায়ী দারুণ।
895,সানছ ক্রিম টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,সানছ-B ক্রিম-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
896,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
897,সানছ ক্রিম এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2,সানছ-B ক্রিম-I এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।
898,সানছ ক্রিম টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।,1,সানছ-B ক্রিম-I টি যেমন আশা করেছিলাম তেমনই। ঠিকঠাক আছে।
899,সানছ ক্রিম টি হাতে পেয়েছি। মোটামুটি ভালো।,1,সানছ-B ক্রিম-I টি হাতে পেয়েছি। মোটামুটি ভালো।
900,"সানছ ক্রিম ব্যবহার করছি, এখনো কোনো মতামত নেই।",1,"সানছ-B ক্রিম-I ব্যবহার করছি, এখনো কোনো মতামত নেই।"
901,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0,অলিভ-B অয়েল-I টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।
902,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,অলিভ-B অয়েল-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
903,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2,অলিভ-B অয়েল-I এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।
904,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,অলিভ-B অয়েল-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
905,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1,অলিভ-B অয়েল-I টি হাতে পেয়েছি। মোটামুটি ভালো।
906,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,অলিভ-B অয়েল-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
907,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।,0,অলিভ অয়েলটির প্যাকেজিং নষ্ট ছিল। আশা করিনি এমনটা হবে।
908,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,অলিভ-B অয়েল-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
909,অলিভ অয়েল টি সম্পর্কে নতুন করে বলার কিছু নেই।,1,অলিভ-B অয়েল-I টি সম্পর্কে নতুন করে বলার কিছু নেই।
910,অলিভ অয়েল টি অনেক ভালো! আমি খুবই খুশি।,2,অলিভ-B অয়েল-I টি অনেক ভালো! আমি খুবই খুশি।
911,অলিভ অয়েল টি হাতে পেয়েছি। মোটামুটি ভালো।,1,অলিভ-B অয়েল-I টি হাতে পেয়েছি। মোটামুটি ভালো।
912,অলিভ অয়েলটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।,0,অলিভ অয়েলটির মেয়াদ শেষ হয়ে গেছে। একেবারেই বাজে সার্ভিস।
913,অলিভ অয়েল টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।,0,অলিভ-B অয়েল-I টি ব্যবহার করে কোনো লাভ হয়নি। মান খুবই নিম্নমানের।
914,অলিভ অয়েল টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।,0,অলিভ-B অয়েল-I টি কিনে ঠকেছি। খুব খারাপ অভিজ্ঞতা।
915,অলিভ অয়েল টি ডেলিভারি পেয়েছি। ধন্যবাদ।,1,অলিভ-B অয়েল-I টি ডেলিভারি পেয়েছি। ধন্যবাদ।
916,অলিভ অয়েল এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।,2,অলিভ-B অয়েল-I এর কোয়ালিটি অসাধারণ। সবাই নিতে পারেন।
