id,review,sentiment,bio_tagged_review
559,অরিজিনাল স্যাভলন সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,অরিজিনাল স্যাভলন-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
560,বাজে স্যাভলন সাবান দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,বাজে স্যাভলন-B সাবান-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
561,পুরানো স্যাভলন সাবান দিয়েছে। খুবই হতাশ।,0,পুরানো স্যাভলন-B সাবান-I দিয়েছে। খুবই হতাশ।
562,আসল স্যাভলন সাবান পেয়েছি। সেলারকে ধন্যবাদ।,2,আসল স্যাভলন-B সাবান-I পেয়েছি। সেলারকে ধন্যবাদ।
563,"স্যাভলন সাবান টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।",1,"স্যাভলন-B সাবান-I টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।"
564,অনেক ভালো স্যাভলন সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,অনেক ভালো স্যাভলন-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
565,সব গুলোই ভালো ছিলো। শুধু স্যাভলন সাবান এর ঢাকনা এক জায়গায় ভাঙ্গা ছিল।,0,সব গুলোই ভালো ছিলো। শুধু স্যাভলন-B সাবান-I এর ঢাকনা এক জায়গায় ভাঙ্গা ছিল।
566,স্যাভলন সাবান টা এভারেজ মানের। পরে আবার রিভিউ দিবো।,1,স্যাভলন-B সাবান-I টা এভারেজ মানের। পরে আবার রিভিউ দিবো।
567,নিম্নমানের স্যাভলন সাবান দিয়েছে। দারাজকে রিপোর্ট করবো।,0,নিম্নমানের স্যাভলন-B সাবান-I দিয়েছে। দারাজকে রিপোর্ট করবো।
568,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি স্যাভলন সাবান।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি স্যাভলন-B সাবান।-I
569,স্যাভলন সাবান গুলো বেশ ভালোই ছিল।,2,স্যাভলন-B সাবান-I গুলো বেশ ভালোই ছিল।
570,খুবই ভালো মানের স্যাভলন সাবান। একদম ন্যাচারাল মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,খুবই ভালো মানের স্যাভলন-B সাবান।-I একদম ন্যাচারাল মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।
571,সুন্দর স্যাভলন সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,সুন্দর স্যাভলন-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
572,ভাঙা স্যাভলন সাবান দিয়েছে। কোয়ালিটি একদম খারাপ।,0,ভাঙা স্যাভলন-B সাবান-I দিয়েছে। কোয়ালিটি একদম খারাপ।
573,মানসম্মত স্যাভলন সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,মানসম্মত স্যাভলন-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
574,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি স্যাভলন সাবান।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি স্যাভলন-B সাবান।-I
575,খুব সুন্দর স্যাভলন সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,খুব সুন্দর স্যাভলন-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
576,আসল স্যাভলন সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,আসল স্যাভলন-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
577,নিম্নমানের স্যাভলন সাবান দিয়েছে। সীল খোলা ছিলো।,0,নিম্নমানের স্যাভলন-B সাবান-I দিয়েছে। সীল খোলা ছিলো।
578,খুবই ভালো স্যাভলন সাবান পেয়েছি। উপকার পেয়েছি।,2,খুবই ভালো স্যাভলন-B সাবান-I পেয়েছি। উপকার পেয়েছি।
579,মানসম্মত স্যাভলন সাবান পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,মানসম্মত স্যাভলন-B সাবান-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
580,"ভালো না, এর থেকে অন্য স্যাভলন সাবান ভালো।",0,"ভালো না, এর থেকে অন্য স্যাভলন-B সাবান-I ভালো।"
581,ব্যবহার করা স্যাভলন সাবান দিয়েছে। টাকাটাই নষ্ট।,0,ব্যবহার করা স্যাভলন-B সাবান-I দিয়েছে। টাকাটাই নষ্ট।
582,সুন্দর স্যাভলন সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,সুন্দর স্যাভলন-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
583,সুন্দর স্যাভলন সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,সুন্দর স্যাভলন-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
584,দাম অনুযায়ী অনেক ভালো একটা স্যাভলন সাবান।,2,দাম অনুযায়ী অনেক ভালো একটা স্যাভলন-B সাবান।-I
585,ভাঙা স্যাভলন সাবান দিয়েছে। কাজ করে না।,0,ভাঙা স্যাভলন-B সাবান-I দিয়েছে। কাজ করে না।
586,অর্ডার করেছি একটা দিলেন আরেকটা। স্যাভলন সাবান টা ভুল।,0,অর্ডার করেছি একটা দিলেন আরেকটা। স্যাভলন-B সাবান-I টা ভুল।
587,অনেক ভালো স্যাভলন সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,অনেক ভালো স্যাভলন-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
588,নকল স্যাভলন সাবান দিয়েছে। সীল খোলা ছিলো।,0,নকল স্যাভলন-B সাবান-I দিয়েছে। সীল খোলা ছিলো।
589,মানসম্মত স্যাভলন সাবান পেয়েছি। কোয়ালিটি এক নাম্বার।,2,মানসম্মত স্যাভলন-B সাবান-I পেয়েছি। কোয়ালিটি এক নাম্বার।
590,সেরা স্যাভলন সাবান পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,সেরা স্যাভলন-B সাবান-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
591,"স্যাভলন সাবান টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।",1,"স্যাভলন-B সাবান-I টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।"
592,খুবই ভালো মানের স্যাভলন সাবান। একদম ন্যাচারাল মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,খুবই ভালো মানের স্যাভলন-B সাবান।-I একদম ন্যাচারাল মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।
593,"স্যাভলন সাবান টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।",1,"স্যাভলন-B সাবান-I টা মোটামুটি, আরো ভালো এক্সপেক্ট করেছিলাম।"
594,চমৎকার স্যাভলন সাবান পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,চমৎকার স্যাভলন-B সাবান-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
595,স্যাভলন সাবান সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,স্যাভলন-B সাবান-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
596,খুবই ভালো স্যাভলন সাবান পেয়েছি। সবাই নিতে পারেন।,2,খুবই ভালো স্যাভলন-B সাবান-I পেয়েছি। সবাই নিতে পারেন।
597,মানসম্মত স্যাভলন সাবান পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,মানসম্মত স্যাভলন-B সাবান-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
598,জঘন্য স্যাভলন সাবান দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,জঘন্য স্যাভলন-B সাবান-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
599,সুন্দর স্যাভলন সাবান পেয়েছি। দারাজকে ধন্যবাদ।,2,সুন্দর স্যাভলন-B সাবান-I পেয়েছি। দারাজকে ধন্যবাদ।
600,খুবই ভালো স্যাভলন সাবান পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,খুবই ভালো স্যাভলন-B সাবান-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
601,সীল টা খোলা ছিল। প্যানটিন শ্যাম্পু টা আঠা আঠা ছিল। এমনটা আশা ছিল না।,0,সীল টা খোলা ছিল। প্যানটিন-B শ্যাম্পু-I টা আঠা আঠা ছিল। এমনটা আশা ছিল না।
602,অরিজিনাল না প্যানটিন শ্যাম্পু দিয়েছে। টাকাটাই নষ্ট।,0,অরিজিনাল না প্যানটিন-B শ্যাম্পু-I দিয়েছে। টাকাটাই নষ্ট।
603,অরিজিনাল না প্যানটিন শ্যাম্পু দিয়েছে। টাকাটাই নষ্ট।,0,অরিজিনাল না প্যানটিন-B শ্যাম্পু-I দিয়েছে। টাকাটাই নষ্ট।
604,প্যানটিন শ্যাম্পু টা মোটামুটি ভালো। খারাপ না।,1,প্যানটিন-B শ্যাম্পু-I টা মোটামুটি ভালো। খারাপ না।
605,ডুপ্লিকেট প্যানটিন শ্যাম্পু দিয়েছে। দারাজকে রিপোর্ট করবো।,0,ডুপ্লিকেট প্যানটিন-B শ্যাম্পু-I দিয়েছে। দারাজকে রিপোর্ট করবো।
606,বেস্ট প্যানটিন শ্যাম্পু পেয়েছি। উপকার পেয়েছি।,2,বেস্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। উপকার পেয়েছি।
607,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি প্যানটিন শ্যাম্পু।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি প্যানটিন-B শ্যাম্পু।-I
608,ফালতু প্যানটিন শ্যাম্পু দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,ফালতু প্যানটিন-B শ্যাম্পু-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
609,অসাধারণ প্যানটিন শ্যাম্পু পেয়েছি। খুবই পছন্দ হয়েছে।,2,অসাধারণ প্যানটিন-B শ্যাম্পু-I পেয়েছি। খুবই পছন্দ হয়েছে।
610,পুরানো প্যানটিন শ্যাম্পু দিয়েছে। কাজ করে না।,0,পুরানো প্যানটিন-B শ্যাম্পু-I দিয়েছে। কাজ করে না।
611,মুলতানি মাটির সাথে সেলার একটি প্যানটিন শ্যাম্পু ফ্রি দিয়েছে। অসংখ্য ধন্যবাদ।,1,মুলতানি মাটির সাথে সেলার একটি প্যানটিন-B শ্যাম্পু-I ফ্রি দিয়েছে। অসংখ্য ধন্যবাদ।
612,ব্যবহার করা প্যানটিন শ্যাম্পু দিয়েছে। দারাজকে রিপোর্ট করবো।,0,ব্যবহার করা প্যানটিন-B শ্যাম্পু-I দিয়েছে। দারাজকে রিপোর্ট করবো।
613,বেস্ট প্যানটিন শ্যাম্পু পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,বেস্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
614,দাম অনুযায়ী প্যানটিন শ্যাম্পু ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।,0,দাম অনুযায়ী প্যানটিন-B শ্যাম্পু-I ভালো না। কোয়ালিটি আরো ভালো হওয়া উচিত ছিল।
615,বাজে প্যানটিন শ্যাম্পু দিয়েছে। আশা করিনি এমনটা।,0,বাজে প্যানটিন-B শ্যাম্পু-I দিয়েছে। আশা করিনি এমনটা।
616,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু।-I দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
617,প্যানটিন শ্যাম্পু টা দাম অনুযায়ী ঠিক আছে। ডেলিভারি লেট ছিলো।,1,প্যানটিন-B শ্যাম্পু-I টা দাম অনুযায়ী ঠিক আছে। ডেলিভারি লেট ছিলো।
618,প্যানটিন শ্যাম্পু সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,প্যানটিন-B শ্যাম্পু-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
619,প্যানটিন শ্যাম্পু টা মোটামুটি ভালো। খারাপ না।,1,প্যানটিন-B শ্যাম্পু-I টা মোটামুটি ভালো। খারাপ না।
620,সেরা প্যানটিন শ্যাম্পু পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,সেরা প্যানটিন-B শ্যাম্পু-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
621,প্যানটিন শ্যাম্পু টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।,2,প্যানটিন-B শ্যাম্পু-I টা এই প্রথম কিনলাম। ব্যবহার করলে বুঝতে পারবো কেমন।
622,সেরা প্যানটিন শ্যাম্পু পেয়েছি। খুবই পছন্দ হয়েছে।,2,সেরা প্যানটিন-B শ্যাম্পু-I পেয়েছি। খুবই পছন্দ হয়েছে।
623,প্যানটিন শ্যাম্পু টা মোটামুটি ভালো। প্যাকেজিং ভালো হতে পারতো।,1,প্যানটিন-B শ্যাম্পু-I টা মোটামুটি ভালো। প্যাকেজিং ভালো হতে পারতো।
624,দারুন প্যানটিন শ্যাম্পু পেয়েছি। প্রোডাক্ট আশানুরূপ।,2,দারুন প্যানটিন-B শ্যাম্পু-I পেয়েছি। প্রোডাক্ট আশানুরূপ।
625,বাজে প্যানটিন শ্যাম্পু দিয়েছে। সীল খোলা ছিলো।,0,বাজে প্যানটিন-B শ্যাম্পু-I দিয়েছে। সীল খোলা ছিলো।
626,খুবই ভালো প্যানটিন শ্যাম্পু পেয়েছি। কোয়ালিটি এক নাম্বার।,2,খুবই ভালো প্যানটিন-B শ্যাম্পু-I পেয়েছি। কোয়ালিটি এক নাম্বার।
627,অনেক ভালো প্যানটিন শ্যাম্পু পেয়েছি। দারাজকে ধন্যবাদ।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I পেয়েছি। দারাজকে ধন্যবাদ।
628,"মেয়াদ উত্তীর্ণ প্যানটিন শ্যাম্পু দিয়েছে। ছবিতে এক, বাস্তবে আরেক।",0,"মেয়াদ উত্তীর্ণ প্যানটিন-B শ্যাম্পু-I দিয়েছে। ছবিতে এক, বাস্তবে আরেক।"
629,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু।-I দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
630,বেস্ট প্যানটিন শ্যাম্পু পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,বেস্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
631,প্যানটিন শ্যাম্পু টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।,2,প্যানটিন-B শ্যাম্পু-I টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।
632,দারুন প্যানটিন শ্যাম্পু পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,দারুন প্যানটিন-B শ্যাম্পু-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
633,দাম অনুযায়ী অনেক ভালো একটা প্যানটিন শ্যাম্পু।,2,দাম অনুযায়ী অনেক ভালো একটা প্যানটিন-B শ্যাম্পু।-I
634,ভালোই মনে হচ্ছে প্যানটিন শ্যাম্পু। উপকার পেলে আবার নেব।,2,ভালোই মনে হচ্ছে প্যানটিন-B শ্যাম্পু।-I উপকার পেলে আবার নেব।
635,"অরিজিনাল না প্যানটিন শ্যাম্পু দিয়েছে। ছবিতে এক, বাস্তবে আরেক।",0,"অরিজিনাল না প্যানটিন-B শ্যাম্পু-I দিয়েছে। ছবিতে এক, বাস্তবে আরেক।"
636,মানসম্মত প্যানটিন শ্যাম্পু পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।,2,মানসম্মত প্যানটিন-B শ্যাম্পু-I পেয়েছি। প্যাকেজিং খুব ভালো ছিলো।
637,অরিজিনাল না প্যানটিন শ্যাম্পু দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,অরিজিনাল না প্যানটিন-B শ্যাম্পু-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
638,প্যানটিন শ্যাম্পু টা মাঝামাঝি। প্যাকেজিং ভালো হতে পারতো।,1,প্যানটিন-B শ্যাম্পু-I টা মাঝামাঝি। প্যাকেজিং ভালো হতে পারতো।
639,ভালোই মনে হচ্ছে প্যানটিন শ্যাম্পু। উপকার পেলে আবার নেব।,2,ভালোই মনে হচ্ছে প্যানটিন-B শ্যাম্পু।-I উপকার পেলে আবার নেব।
640,প্যানটিন শ্যাম্পু গুলো বেশ ভালোই ছিল।,2,প্যানটিন-B শ্যাম্পু-I গুলো বেশ ভালোই ছিল।
641,"প্যানটিন শ্যাম্পু নিয়ে নতুন কি আর বলব, ভালো তো বটেই।",2,"প্যানটিন-B শ্যাম্পু-I নিয়ে নতুন কি আর বলব, ভালো তো বটেই।"
642,অরিজিনাল না প্যানটিন শ্যাম্পু দিয়েছে। সেলার বাটপার।,0,অরিজিনাল না প্যানটিন-B শ্যাম্পু-I দিয়েছে। সেলার বাটপার।
643,প্যানটিন শ্যাম্পু সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,প্যানটিন-B শ্যাম্পু-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
644,খুবই খারাপ প্যানটিন শ্যাম্পু দিয়েছে। ডেলিভারি অনেক দেরি করেছে।,0,খুবই খারাপ প্যানটিন-B শ্যাম্পু-I দিয়েছে। ডেলিভারি অনেক দেরি করেছে।
645,"নকল প্যানটিন শ্যাম্পু দিয়েছে। ছবিতে এক, বাস্তবে আরেক।",0,"নকল প্যানটিন-B শ্যাম্পু-I দিয়েছে। ছবিতে এক, বাস্তবে আরেক।"
646,প্যানটিন শ্যাম্পু টা মোটামুটি ভালো। পরে আবার রিভিউ দিবো।,1,প্যানটিন-B শ্যাম্পু-I টা মোটামুটি ভালো। পরে আবার রিভিউ দিবো।
647,প্যানটিন শ্যাম্পু গুলো বেশ ভালোই ছিল।,2,প্যানটিন-B শ্যাম্পু-I গুলো বেশ ভালোই ছিল।
648,সেরা প্যানটিন শ্যাম্পু পেয়েছি। খুবই পছন্দ হয়েছে।,2,সেরা প্যানটিন-B শ্যাম্পু-I পেয়েছি। খুবই পছন্দ হয়েছে।
649,প্যানটিন শ্যাম্পু সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।,2,প্যানটিন-B শ্যাম্পু-I সুন্দর ছিলো। সবাই নিতে পারেন আর কোয়ালিটি টাও খুবই ভালো।
650,অনেক ভালো প্যানটিন শ্যাম্পু। দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু।-I দামও কম পড়েছিলো। সন্তুষ্ট ব্যবহার করে।
651,ব্যবহার করা প্যানটিন শ্যাম্পু দিয়েছে। সীল খোলা ছিলো।,0,ব্যবহার করা প্যানটিন-B শ্যাম্পু-I দিয়েছে। সীল খোলা ছিলো।
652,পারফেক্ট প্যানটিন শ্যাম্পু পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,পারফেক্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
653,নিম্নমানের প্যানটিন শ্যাম্পু দিয়েছে। কেউ নিবেন না।,0,নিম্নমানের প্যানটিন-B শ্যাম্পু-I দিয়েছে। কেউ নিবেন না।
654,মানসম্মত প্যানটিন শ্যাম্পু পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,মানসম্মত প্যানটিন-B শ্যাম্পু-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
655,প্যানটিন শ্যাম্পু টা মোটামুটি মানের। ডেলিভারি লেট ছিলো।,1,প্যানটিন-B শ্যাম্পু-I টা মোটামুটি মানের। ডেলিভারি লেট ছিলো।
656,ডুপ্লিকেট প্যানটিন শ্যাম্পু দিয়েছে। দারাজকে রিপোর্ট করবো।,0,ডুপ্লিকেট প্যানটিন-B শ্যাম্পু-I দিয়েছে। দারাজকে রিপোর্ট করবো।
657,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি প্যানটিন শ্যাম্পু।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি প্যানটিন-B শ্যাম্পু।-I
658,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি প্যানটিন শ্যাম্পু।,2,ভালো পণ্য সবাই পছন্দ করে নিতে পারেন। আমি দুইবার নিয়েছি প্যানটিন-B শ্যাম্পু।-I
659,ডুপ্লিকেট প্যানটিন শ্যাম্পু দিয়েছে। টাকাটাই নষ্ট।,0,ডুপ্লিকেট প্যানটিন-B শ্যাম্পু-I দিয়েছে। টাকাটাই নষ্ট।
660,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ প্যানটিন শ্যাম্পু।",2,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ প্যানটিন-B শ্যাম্পু।-I"
661,খুব সুন্দর প্যানটিন শ্যাম্পু পেয়েছি। উপকার পেয়েছি।,2,খুব সুন্দর প্যানটিন-B শ্যাম্পু-I পেয়েছি। উপকার পেয়েছি।
662,পারফেক্ট প্যানটিন শ্যাম্পু পেয়েছি। কোয়ালিটি এক নাম্বার।,2,পারফেক্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। কোয়ালিটি এক নাম্বার।
663,সীল টা খোলা ছিল। প্যানটিন শ্যাম্পু টা আঠা আঠা ছিল। এমনটা আশা ছিল না।,0,সীল টা খোলা ছিল। প্যানটিন-B শ্যাম্পু-I টা আঠা আঠা ছিল। এমনটা আশা ছিল না।
664,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম প্যানটিন শ্যাম্পু পাবেন।,0,ছবিতে যেমন প্যাকেজিং দেওয়া হয়েছে বাস্তবে তেমন নাই। শুধু এরকম প্যানটিন-B শ্যাম্পু-I পাবেন।
665,পারফেক্ট প্যানটিন শ্যাম্পু পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,পারফেক্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
666,পুরানো প্যানটিন শ্যাম্পু দিয়েছে। আশা করিনি এমনটা।,0,পুরানো প্যানটিন-B শ্যাম্পু-I দিয়েছে। আশা করিনি এমনটা।
667,অনেক ভালো প্যানটিন শ্যাম্পু পেয়েছি। সবাই নিতে পারেন।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I পেয়েছি। সবাই নিতে পারেন।
668,প্যানটিন শ্যাম্পু টা অল্প দামের মধ্যে ঠিক আছে। আরেকটু ভালো আশা করেছিলাম।,1,প্যানটিন-B শ্যাম্পু-I টা অল্প দামের মধ্যে ঠিক আছে। আরেকটু ভালো আশা করেছিলাম।
669,অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি। কোয়ালিটি এক নাম্বার।,2,অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি। কোয়ালিটি এক নাম্বার।
670,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ প্যানটিন শ্যাম্পু।",2,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ প্যানটিন-B শ্যাম্পু।-I"
671,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ প্যানটিন শ্যাম্পু।",2,"সবার পড়া বা ব্যবহার করা উচিত, অসাধারণ প্যানটিন-B শ্যাম্পু।-I"
672,পারফেক্ট প্যানটিন শ্যাম্পু পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।,2,পারফেক্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। অনেক দিন পর ভালো জিনিস পেলাম।
673,প্যানটিন শ্যাম্পু টা চলনসই। খারাপ না।,1,প্যানটিন-B শ্যাম্পু-I টা চলনসই। খারাপ না।
674,পারফেক্ট প্যানটিন শ্যাম্পু পেয়েছি। উপকার পেয়েছি।,2,পারফেক্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। উপকার পেয়েছি।
675,অর্ডার করেছি একটা দিলেন আরেকটা। প্যানটিন শ্যাম্পু টা ভুল।,0,অর্ডার করেছি একটা দিলেন আরেকটা। প্যানটিন-B শ্যাম্পু-I টা ভুল।
676,অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।,2,অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি। যেমন দেখেছি তেমন পেয়েছি।
677,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। প্যানটিন শ্যাম্পু টা ভালো।,2,প্রডাক্ট আশানুরূপ সাথে একটা ফ্রি দেওয়ার জন্য ধন্যবাদ। প্যানটিন-B শ্যাম্পু-I টা ভালো।
678,আসল প্যানটিন শ্যাম্পু পেয়েছি। সেলারকে ধন্যবাদ।,2,আসল প্যানটিন-B শ্যাম্পু-I পেয়েছি। সেলারকে ধন্যবাদ।
679,খারাপ প্যানটিন শ্যাম্পু দিয়েছে। সেলার বাটপার।,0,খারাপ প্যানটিন-B শ্যাম্পু-I দিয়েছে। সেলার বাটপার।
680,মেয়াদ উত্তীর্ণ প্যানটিন শ্যাম্পু দিয়েছে। আশা করিনি এমনটা।,0,মেয়াদ উত্তীর্ণ প্যানটিন-B শ্যাম্পু-I দিয়েছে। আশা করিনি এমনটা।
681,পারফেক্ট প্যানটিন শ্যাম্পু পেয়েছি। আপনারা চাইলে নিতে পারেন।,2,পারফেক্ট প্যানটিন-B শ্যাম্পু-I পেয়েছি। আপনারা চাইলে নিতে পারেন।
682,অরিজিনাল প্যানটিন শ্যাম্পু পেয়েছি। ব্যবহার করে সন্তুষ্ট।,2,অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়েছি। ব্যবহার করে সন্তুষ্ট।
683,খুব সুন্দর প্যানটিন শ্যাম্পু পেয়েছি। উপকার পেয়েছি।,2,খুব সুন্দর প্যানটিন-B শ্যাম্পু-I পেয়েছি। উপকার পেয়েছি।
684,সেরা প্যানটিন শ্যাম্পু পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।,2,সেরা প্যানটিন-B শ্যাম্পু-I পেয়েছি। দ্রুত ডেলিভারি পেয়েছি।
685,খুবই ভালো মানের প্যানটিন শ্যাম্পু। একদম ন্যাচারাল মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।,2,খুবই ভালো মানের প্যানটিন-B শ্যাম্পু।-I একদম ন্যাচারাল মনে হয় ব্যবহারেও খুব ভাল ফল পেয়েছি।
686,প্যানটিন শ্যাম্পু টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।,2,প্যানটিন-B শ্যাম্পু-I টা অনেক সুন্দর হয়ছে এবং দ্রুত হাতে পেয়েছি।
