id,review,sentiment,bio_tagged_review
538,"দেখলাম স্যাভলন সাবান, ঠিক আছে।",1,"দেখলাম স্যাভলন-B সাবান-I, ঠিক আছে।"
539,স্যাভলন সাবান একদম ফালতু।,0,স্যাভলন-B সাবান-I একদম ফালতু।
540,"স্যাভলন সাবান এর প্যাকেট খোলা ছিল, হতাশ।",0,"স্যাভলন-B সাবান-I এর প্যাকেট খোলা ছিল, হতাশ।"
541,খুব ভালো স্যাভলন সাবান!,2,খুব ভালো স্যাভলন-B সাবান-I!
542,মাঝারি মানের স্যাভলন সাবান।,1,মাঝারি মানের স্যাভলন-B সাবান-I।
543,"স্যাভলন সাবান হাতে পেয়েছি, ধন্যবাদ।",1,"স্যাভলন-B সাবান-I হাতে পেয়েছি, ধন্যবাদ।"
544,স্যাভলন সাবান ব্যবহার করে জানাবো।,1,স্যাভলন-B সাবান-I ব্যবহার করে জানাবো।
545,স্যাভলন সাবান ব্যবহার করে জানাবো।,1,স্যাভলন-B সাবান-I ব্যবহার করে জানাবো।
546,খারাপ সার্ভিস স্যাভলন সাবান এর জন্য।,0,খারাপ সার্ভিস স্যাভলন-B সাবান-I এর জন্য।
547,স্যাভলন সাবান ভালো না।,0,স্যাভলন-B সাবান-I ভালো না।
548,স্যাভলন সাবান নকল মনে হচ্ছে।,0,স্যাভলন-B সাবান-I নকল মনে হচ্ছে।
549,স্যাভলন সাবান ভালো না।,0,স্যাভলন-B সাবান-I ভালো না।
550,স্যাভলন সাবান এর মান খুব ভালো।,2,স্যাভলন-B সাবান-I এর মান খুব ভালো।
551,দারাজকে ধন্যবাদ স্যাভলন সাবান এর জন্য।,2,দারাজকে ধন্যবাদ স্যাভলন-B সাবান-I এর জন্য।
552,স্যাভলন সাবান এর মেয়াদ নেই।,0,স্যাভলন-B সাবান-I এর মেয়াদ নেই।
553,সবাই নিতে পারেন স্যাভলন সাবান।,2,সবাই নিতে পারেন স্যাভলন-B সাবান-I।
554,"টাকা নষ্ট, স্যাভলন সাবান ভালো কাজ করে না।",0,"টাকা নষ্ট, স্যাভলন-B সাবান-I ভালো কাজ করে না।"
555,দারাজকে ধন্যবাদ স্যাভলন সাবান এর জন্য।,2,দারাজকে ধন্যবাদ স্যাভলন-B সাবান-I এর জন্য।
556,স্যাভলন সাবান খুব ভালো কাজ করে।,2,স্যাভলন-B সাবান-I খুব ভালো কাজ করে।
557,স্যাভলন সাবান এর অবস্থা মোটামুটি।,1,স্যাভলন-B সাবান-I এর অবস্থা মোটামুটি।
558,সবাই নিতে পারেন স্যাভলন সাবান।,2,সবাই নিতে পারেন স্যাভলন-B সাবান-I।
559,স্যাভলন সাবান ব্যবহার করে জানাবো।,1,স্যাভলন-B সাবান-I ব্যবহার করে জানাবো।
560,ঠিকমতো স্যাভলন সাবান পাইনি।,0,ঠিকমতো স্যাভলন-B সাবান-I পাইনি।
561,"ডেলিভারি ঠিক ছিল, স্যাভলন সাবান ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, স্যাভলন-B সাবান-I ঠিক আছে।"
562,"ধন্যবাদ, স্যাভলন সাবান খুব কাজে দিয়েছে।",2,"ধন্যবাদ, স্যাভলন-B সাবান-I খুব কাজে দিয়েছে।"
563,স্যাভলন সাবান খুব খারাপ।,0,স্যাভলন-B সাবান-I খুব খারাপ।
564,স্যাভলন সাবান এর মান খুব ভালো।,2,স্যাভলন-B সাবান-I এর মান খুব ভালো।
565,"স্যাভলন সাবান হাতে পেয়েছি, ধন্যবাদ।",1,"স্যাভলন-B সাবান-I হাতে পেয়েছি, ধন্যবাদ।"
566,দাম অনুযায়ী স্যাভলন সাবান বেস্ট।,2,দাম অনুযায়ী স্যাভলন-B সাবান-I বেস্ট।
567,স্যাভলন সাবান এর মেয়াদ নেই।,0,স্যাভলন-B সাবান-I এর মেয়াদ নেই।
568,ঠিক আছে স্যাভলন সাবান।,1,ঠিক আছে স্যাভলন-B সাবান-I।
569,দাম অনুযায়ী স্যাভলন সাবান বেস্ট।,2,দাম অনুযায়ী স্যাভলন-B সাবান-I বেস্ট।
570,স্যাভলন সাবান ব্যবহার করে জানাবো।,1,স্যাভলন-B সাবান-I ব্যবহার করে জানাবো।
571,খুব ভালো স্যাভলন সাবান!,2,খুব ভালো স্যাভলন-B সাবান-I!
572,হাতে পেলাম স্যাভলন সাবান।,1,হাতে পেলাম স্যাভলন-B সাবান-I।
573,মাঝারি মানের স্যাভলন সাবান।,1,মাঝারি মানের স্যাভলন-B সাবান-I।
574,ঠিক আছে স্যাভলন সাবান।,1,ঠিক আছে স্যাভলন-B সাবান-I।
575,স্যাভলন সাবান নকল মনে হচ্ছে।,0,স্যাভলন-B সাবান-I নকল মনে হচ্ছে।
576,স্যাভলন সাবান এর অবস্থা মোটামুটি।,1,স্যাভলন-B সাবান-I এর অবস্থা মোটামুটি।
577,স্যাভলন সাবান এর অবস্থা মোটামুটি।,1,স্যাভলন-B সাবান-I এর অবস্থা মোটামুটি।
578,স্যাভলন সাবান একদম ফালতু।,0,স্যাভলন-B সাবান-I একদম ফালতু।
579,"স্যাভলন সাবান টা অসাধারণ, সবাই নিতে পারেন।",2,"স্যাভলন-B সাবান-I টা অসাধারণ, সবাই নিতে পারেন।"
580,খারাপ সার্ভিস স্যাভলন সাবান এর জন্য।,0,খারাপ সার্ভিস স্যাভলন-B সাবান-I এর জন্য।
581,স্যাভলন সাবান এর মেয়াদ নেই।,0,স্যাভলন-B সাবান-I এর মেয়াদ নেই।
582,স্যাভলন সাবান এর অবস্থা মোটামুটি।,1,স্যাভলন-B সাবান-I এর অবস্থা মোটামুটি।
583,সাধারণ স্যাভলন সাবান।,1,সাধারণ স্যাভলন-B সাবান-I।
584,"স্যাভলন সাবান হাতে পেয়েছি, ধন্যবাদ।",1,"স্যাভলন-B সাবান-I হাতে পেয়েছি, ধন্যবাদ।"
585,দাম অনুযায়ী স্যাভলন সাবান বেস্ট।,2,দাম অনুযায়ী স্যাভলন-B সাবান-I বেস্ট।
586,ঠিক আছে স্যাভলন সাবান।,1,ঠিক আছে স্যাভলন-B সাবান-I।
587,মাঝারি মানের স্যাভলন সাবান।,1,মাঝারি মানের স্যাভলন-B সাবান-I।
588,স্যাভলন সাবান ভালো না।,0,স্যাভলন-B সাবান-I ভালো না।
589,স্যাভলন সাবান খুব খারাপ।,0,স্যাভলন-B সাবান-I খুব খারাপ।
590,"দেখলাম স্যাভলন সাবান, ঠিক আছে।",1,"দেখলাম স্যাভলন-B সাবান-I, ঠিক আছে।"
591,মাঝারি মানের স্যাভলন সাবান।,1,মাঝারি মানের স্যাভলন-B সাবান-I।
592,হাতে পেলাম স্যাভলন সাবান।,1,হাতে পেলাম স্যাভলন-B সাবান-I।
593,অরিজিনাল স্যাভলন সাবান পেয়ে খুশি।,2,অরিজিনাল স্যাভলন-B সাবান-I পেয়ে খুশি।
594,স্যাভলন সাবান এর মান খুব ভালো।,2,স্যাভলন-B সাবান-I এর মান খুব ভালো।
595,হাতে পেলাম স্যাভলন সাবান।,1,হাতে পেলাম স্যাভলন-B সাবান-I।
596,খুব ভালো স্যাভলন সাবান!,2,খুব ভালো স্যাভলন-B সাবান-I!
597,"ধন্যবাদ, স্যাভলন সাবান খুব কাজে দিয়েছে।",2,"ধন্যবাদ, স্যাভলন-B সাবান-I খুব কাজে দিয়েছে।"
598,"স্যাভলন সাবান এর প্যাকেট খোলা ছিল, হতাশ।",0,"স্যাভলন-B সাবান-I এর প্যাকেট খোলা ছিল, হতাশ।"
599,অরিজিনাল স্যাভলন সাবান পেয়ে খুশি।,2,অরিজিনাল স্যাভলন-B সাবান-I পেয়ে খুশি।
600,"টাকা নষ্ট, স্যাভলন সাবান ভালো কাজ করে না।",0,"টাকা নষ্ট, স্যাভলন-B সাবান-I ভালো কাজ করে না।"
601,প্যানটিন শ্যাম্পু এর মেয়াদ নেই।,0,প্যানটিন-B শ্যাম্পু-I এর মেয়াদ নেই।
602,সাধারণ প্যানটিন শ্যাম্পু।,1,সাধারণ প্যানটিন-B শ্যাম্পু-I।
603,"প্যানটিন শ্যাম্পু টা অসাধারণ, সবাই নিতে পারেন।",2,"প্যানটিন-B শ্যাম্পু-I টা অসাধারণ, সবাই নিতে পারেন।"
604,প্যানটিন শ্যাম্পু খুব ভালো কাজ করে।,2,প্যানটিন-B শ্যাম্পু-I খুব ভালো কাজ করে।
605,প্যানটিন শ্যাম্পু এর মান খুব ভালো।,2,প্যানটিন-B শ্যাম্পু-I এর মান খুব ভালো।
606,প্যানটিন শ্যাম্পু ব্যবহার করে জানাবো।,1,প্যানটিন-B শ্যাম্পু-I ব্যবহার করে জানাবো।
607,প্যানটিন শ্যাম্পু খুব ভালো কাজ করে।,2,প্যানটিন-B শ্যাম্পু-I খুব ভালো কাজ করে।
608,"প্যানটিন শ্যাম্পু হাতে পেয়েছি, ধন্যবাদ।",1,"প্যানটিন-B শ্যাম্পু-I হাতে পেয়েছি, ধন্যবাদ।"
609,প্যানটিন শ্যাম্পু খুব ভালো কাজ করে।,2,প্যানটিন-B শ্যাম্পু-I খুব ভালো কাজ করে।
610,প্যানটিন শ্যাম্পু এর প্যাকিং ভালো।,1,প্যানটিন-B শ্যাম্পু-I এর প্যাকিং ভালো।
611,অরিজিনাল প্যানটিন শ্যাম্পু পেয়ে খুশি।,2,অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়ে খুশি।
612,মাঝারি মানের প্যানটিন শ্যাম্পু।,1,মাঝারি মানের প্যানটিন-B শ্যাম্পু-I।
613,সাধারণ প্যানটিন শ্যাম্পু।,1,সাধারণ প্যানটিন-B শ্যাম্পু-I।
614,প্যানটিন শ্যাম্পু ভালো না।,0,প্যানটিন-B শ্যাম্পু-I ভালো না।
615,সাধারণ প্যানটিন শ্যাম্পু।,1,সাধারণ প্যানটিন-B শ্যাম্পু-I।
616,প্যানটিন শ্যাম্পু খুব ভালো কাজ করে।,2,প্যানটিন-B শ্যাম্পু-I খুব ভালো কাজ করে।
617,হতাশ প্যানটিন শ্যাম্পু দেখে।,0,হতাশ প্যানটিন-B শ্যাম্পু-I দেখে।
618,হতাশ প্যানটিন শ্যাম্পু দেখে।,0,হতাশ প্যানটিন-B শ্যাম্পু-I দেখে।
619,দাম অনুযায়ী প্যানটিন শ্যাম্পু বেস্ট।,2,দাম অনুযায়ী প্যানটিন-B শ্যাম্পু-I বেস্ট।
620,সবাই নিতে পারেন প্যানটিন শ্যাম্পু।,2,সবাই নিতে পারেন প্যানটিন-B শ্যাম্পু-I।
621,প্যানটিন শ্যাম্পু ভালো না।,0,প্যানটিন-B শ্যাম্পু-I ভালো না।
622,খুব ভালো প্যানটিন শ্যাম্পু!,2,খুব ভালো প্যানটিন-B শ্যাম্পু-I!
623,"প্যানটিন শ্যাম্পু এর প্যাকেট খোলা ছিল, হতাশ।",0,"প্যানটিন-B শ্যাম্পু-I এর প্যাকেট খোলা ছিল, হতাশ।"
624,ঠিক আছে প্যানটিন শ্যাম্পু।,1,ঠিক আছে প্যানটিন-B শ্যাম্পু-I।
625,খুব ভালো প্যানটিন শ্যাম্পু!,2,খুব ভালো প্যানটিন-B শ্যাম্পু-I!
626,প্যানটিন শ্যাম্পু এর প্যাকিং ভালো।,1,প্যানটিন-B শ্যাম্পু-I এর প্যাকিং ভালো।
627,"প্যানটিন শ্যাম্পু এর প্যাকেট খোলা ছিল, হতাশ।",0,"প্যানটিন-B শ্যাম্পু-I এর প্যাকেট খোলা ছিল, হতাশ।"
628,দারাজকে ধন্যবাদ প্যানটিন শ্যাম্পু এর জন্য।,2,দারাজকে ধন্যবাদ প্যানটিন-B শ্যাম্পু-I এর জন্য।
629,দাম অনুযায়ী প্যানটিন শ্যাম্পু বেস্ট।,2,দাম অনুযায়ী প্যানটিন-B শ্যাম্পু-I বেস্ট।
630,খুব ভালো প্যানটিন শ্যাম্পু!,2,খুব ভালো প্যানটিন-B শ্যাম্পু-I!
631,ঠিক আছে প্যানটিন শ্যাম্পু।,1,ঠিক আছে প্যানটিন-B শ্যাম্পু-I।
632,সাধারণ প্যানটিন শ্যাম্পু।,1,সাধারণ প্যানটিন-B শ্যাম্পু-I।
633,"টাকা নষ্ট, প্যানটিন শ্যাম্পু ভালো কাজ করে না।",0,"টাকা নষ্ট, প্যানটিন-B শ্যাম্পু-I ভালো কাজ করে না।"
634,"প্যানটিন শ্যাম্পু টা অসাধারণ, সবাই নিতে পারেন।",2,"প্যানটিন-B শ্যাম্পু-I টা অসাধারণ, সবাই নিতে পারেন।"
635,"টাকা নষ্ট, প্যানটিন শ্যাম্পু ভালো কাজ করে না।",0,"টাকা নষ্ট, প্যানটিন-B শ্যাম্পু-I ভালো কাজ করে না।"
636,"দেখলাম প্যানটিন শ্যাম্পু, ঠিক আছে।",1,"দেখলাম প্যানটিন-B শ্যাম্পু-I, ঠিক আছে।"
637,প্যানটিন শ্যাম্পু একদম ফালতু।,0,প্যানটিন-B শ্যাম্পু-I একদম ফালতু।
638,প্যানটিন শ্যাম্পু এর প্যাকিং ভালো।,1,প্যানটিন-B শ্যাম্পু-I এর প্যাকিং ভালো।
639,প্যানটিন শ্যাম্পু ব্যবহার করে জানাবো।,1,প্যানটিন-B শ্যাম্পু-I ব্যবহার করে জানাবো।
640,"প্যানটিন শ্যাম্পু হাতে পেয়েছি, ধন্যবাদ।",1,"প্যানটিন-B শ্যাম্পু-I হাতে পেয়েছি, ধন্যবাদ।"
641,প্যানটিন শ্যাম্পু খুব ভালো কাজ করে।,2,প্যানটিন-B শ্যাম্পু-I খুব ভালো কাজ করে।
642,প্যানটিন শ্যাম্পু খুব খারাপ।,0,প্যানটিন-B শ্যাম্পু-I খুব খারাপ।
643,প্যানটিন শ্যাম্পু খুব ভালো কাজ করে।,2,প্যানটিন-B শ্যাম্পু-I খুব ভালো কাজ করে।
644,প্যানটিন শ্যাম্পু খুব খারাপ।,0,প্যানটিন-B শ্যাম্পু-I খুব খারাপ।
645,"দেখলাম প্যানটিন শ্যাম্পু, ঠিক আছে।",1,"দেখলাম প্যানটিন-B শ্যাম্পু-I, ঠিক আছে।"
646,"প্যানটিন শ্যাম্পু হাতে পেয়েছি, ধন্যবাদ।",1,"প্যানটিন-B শ্যাম্পু-I হাতে পেয়েছি, ধন্যবাদ।"
647,খারাপ সার্ভিস প্যানটিন শ্যাম্পু এর জন্য।,0,খারাপ সার্ভিস প্যানটিন-B শ্যাম্পু-I এর জন্য।
648,প্যানটিন শ্যাম্পু এর মেয়াদ নেই।,0,প্যানটিন-B শ্যাম্পু-I এর মেয়াদ নেই।
649,খারাপ সার্ভিস প্যানটিন শ্যাম্পু এর জন্য।,0,খারাপ সার্ভিস প্যানটিন-B শ্যাম্পু-I এর জন্য।
650,প্যানটিন শ্যাম্পু এর মেয়াদ নেই।,0,প্যানটিন-B শ্যাম্পু-I এর মেয়াদ নেই।
651,"ডেলিভারি ঠিক ছিল, প্যানটিন শ্যাম্পু ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, প্যানটিন-B শ্যাম্পু-I ঠিক আছে।"
652,"ডেলিভারি ঠিক ছিল, প্যানটিন শ্যাম্পু ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, প্যানটিন-B শ্যাম্পু-I ঠিক আছে।"
653,খুব ভালো প্যানটিন শ্যাম্পু!,2,খুব ভালো প্যানটিন-B শ্যাম্পু-I!
654,হতাশ প্যানটিন শ্যাম্পু দেখে।,0,হতাশ প্যানটিন-B শ্যাম্পু-I দেখে।
655,প্যানটিন শ্যাম্পু একদম ফালতু।,0,প্যানটিন-B শ্যাম্পু-I একদম ফালতু।
656,সবাই নিতে পারেন প্যানটিন শ্যাম্পু।,2,সবাই নিতে পারেন প্যানটিন-B শ্যাম্পু-I।
657,খুব ভালো প্যানটিন শ্যাম্পু!,2,খুব ভালো প্যানটিন-B শ্যাম্পু-I!
658,"ডেলিভারি ঠিক ছিল, প্যানটিন শ্যাম্পু ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, প্যানটিন-B শ্যাম্পু-I ঠিক আছে।"
659,দাম অনুযায়ী প্যানটিন শ্যাম্পু বেস্ট।,2,দাম অনুযায়ী প্যানটিন-B শ্যাম্পু-I বেস্ট।
660,খারাপ সার্ভিস প্যানটিন শ্যাম্পু এর জন্য।,0,খারাপ সার্ভিস প্যানটিন-B শ্যাম্পু-I এর জন্য।
661,প্যানটিন শ্যাম্পু এর প্যাকিং ভালো।,1,প্যানটিন-B শ্যাম্পু-I এর প্যাকিং ভালো।
662,দারাজকে ধন্যবাদ প্যানটিন শ্যাম্পু এর জন্য।,2,দারাজকে ধন্যবাদ প্যানটিন-B শ্যাম্পু-I এর জন্য।
663,খুব ভালো প্যানটিন শ্যাম্পু!,2,খুব ভালো প্যানটিন-B শ্যাম্পু-I!
664,খুব ভালো প্যানটিন শ্যাম্পু!,2,খুব ভালো প্যানটিন-B শ্যাম্পু-I!
665,হাতে পেলাম প্যানটিন শ্যাম্পু।,1,হাতে পেলাম প্যানটিন-B শ্যাম্পু-I।
666,"ধন্যবাদ, প্যানটিন শ্যাম্পু খুব কাজে দিয়েছে।",2,"ধন্যবাদ, প্যানটিন-B শ্যাম্পু-I খুব কাজে দিয়েছে।"
667,প্যানটিন শ্যাম্পু ব্যবহার করে জানাবো।,1,প্যানটিন-B শ্যাম্পু-I ব্যবহার করে জানাবো।
668,"প্যানটিন শ্যাম্পু এর প্যাকেট খোলা ছিল, হতাশ।",0,"প্যানটিন-B শ্যাম্পু-I এর প্যাকেট খোলা ছিল, হতাশ।"
669,সবাই নিতে পারেন প্যানটিন শ্যাম্পু।,2,সবাই নিতে পারেন প্যানটিন-B শ্যাম্পু-I।
670,প্যানটিন শ্যাম্পু খুব খারাপ।,0,প্যানটিন-B শ্যাম্পু-I খুব খারাপ।
671,সবাই নিতে পারেন প্যানটিন শ্যাম্পু।,2,সবাই নিতে পারেন প্যানটিন-B শ্যাম্পু-I।
672,প্যানটিন শ্যাম্পু ভালো না।,0,প্যানটিন-B শ্যাম্পু-I ভালো না।
673,প্যানটিন শ্যাম্পু এর মেয়াদ নেই।,0,প্যানটিন-B শ্যাম্পু-I এর মেয়াদ নেই।
674,মাঝারি মানের প্যানটিন শ্যাম্পু।,1,মাঝারি মানের প্যানটিন-B শ্যাম্পু-I।
675,"দেখলাম প্যানটিন শ্যাম্পু, ঠিক আছে।",1,"দেখলাম প্যানটিন-B শ্যাম্পু-I, ঠিক আছে।"
676,"ধন্যবাদ, প্যানটিন শ্যাম্পু খুব কাজে দিয়েছে।",2,"ধন্যবাদ, প্যানটিন-B শ্যাম্পু-I খুব কাজে দিয়েছে।"
677,"প্যানটিন শ্যাম্পু এর প্যাকেট খোলা ছিল, হতাশ।",0,"প্যানটিন-B শ্যাম্পু-I এর প্যাকেট খোলা ছিল, হতাশ।"
678,অরিজিনাল প্যানটিন শ্যাম্পু পেয়ে খুশি।,2,অরিজিনাল প্যানটিন-B শ্যাম্পু-I পেয়ে খুশি।
679,অনেক ভালো প্যানটিন শ্যাম্পু।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I।
680,"প্যানটিন শ্যাম্পু এর প্যাকেট খোলা ছিল, হতাশ।",0,"প্যানটিন-B শ্যাম্পু-I এর প্যাকেট খোলা ছিল, হতাশ।"
681,ঠিক আছে প্যানটিন শ্যাম্পু।,1,ঠিক আছে প্যানটিন-B শ্যাম্পু-I।
682,খারাপ সার্ভিস প্যানটিন শ্যাম্পু এর জন্য।,0,খারাপ সার্ভিস প্যানটিন-B শ্যাম্পু-I এর জন্য।
683,খারাপ সার্ভিস প্যানটিন শ্যাম্পু এর জন্য।,0,খারাপ সার্ভিস প্যানটিন-B শ্যাম্পু-I এর জন্য।
684,হাতে পেলাম প্যানটিন শ্যাম্পু।,1,হাতে পেলাম প্যানটিন-B শ্যাম্পু-I।
685,খারাপ সার্ভিস প্যানটিন শ্যাম্পু এর জন্য।,0,খারাপ সার্ভিস প্যানটিন-B শ্যাম্পু-I এর জন্য।
686,ঠিক আছে প্যানটিন শ্যাম্পু।,1,ঠিক আছে প্যানটিন-B শ্যাম্পু-I।
687,প্যানটিন শ্যাম্পু ব্যবহার করে জানাবো।,1,প্যানটিন-B শ্যাম্পু-I ব্যবহার করে জানাবো।
688,প্যানটিন শ্যাম্পু ব্যবহার করে জানাবো।,1,প্যানটিন-B শ্যাম্পু-I ব্যবহার করে জানাবো।
689,মাঝারি মানের প্যানটিন শ্যাম্পু।,1,মাঝারি মানের প্যানটিন-B শ্যাম্পু-I।
690,খারাপ সার্ভিস প্যানটিন শ্যাম্পু এর জন্য।,0,খারাপ সার্ভিস প্যানটিন-B শ্যাম্পু-I এর জন্য।
691,প্যানটিন শ্যাম্পু এর মেয়াদ নেই।,0,প্যানটিন-B শ্যাম্পু-I এর মেয়াদ নেই।
692,অনেক ভালো প্যানটিন শ্যাম্পু।,2,অনেক ভালো প্যানটিন-B শ্যাম্পু-I।
693,মাঝারি মানের প্যানটিন শ্যাম্পু।,1,মাঝারি মানের প্যানটিন-B শ্যাম্পু-I।
694,প্যানটিন শ্যাম্পু এর মান খুব ভালো।,2,প্যানটিন-B শ্যাম্পু-I এর মান খুব ভালো।
695,প্যানটিন শ্যাম্পু এর প্যাকিং ভালো।,1,প্যানটিন-B শ্যাম্পু-I এর প্যাকিং ভালো।
696,প্যানটিন শ্যাম্পু ভালো না।,0,প্যানটিন-B শ্যাম্পু-I ভালো না।
697,প্যানটিন শ্যাম্পু খুব খারাপ।,0,প্যানটিন-B শ্যাম্পু-I খুব খারাপ।
698,"ধন্যবাদ, প্যানটিন শ্যাম্পু খুব কাজে দিয়েছে।",2,"ধন্যবাদ, প্যানটিন-B শ্যাম্পু-I খুব কাজে দিয়েছে।"
699,সাধারণ প্যানটিন শ্যাম্পু।,1,সাধারণ প্যানটিন-B শ্যাম্পু-I।
700,প্যানটিন শ্যাম্পু এর মেয়াদ নেই।,0,প্যানটিন-B শ্যাম্পু-I এর মেয়াদ নেই।
701,থ্রিডি মাস্ক এর মেয়াদ নেই।,0,থ্রিডি-B মাস্ক-I এর মেয়াদ নেই।
702,থ্রিডি মাস্ক এর প্যাকিং ভালো।,1,থ্রিডি-B মাস্ক-I এর প্যাকিং ভালো।
703,অনেক ভালো থ্রিডি মাস্ক।,2,অনেক ভালো থ্রিডি-B মাস্ক-I।
704,"থ্রিডি মাস্ক এর প্যাকেট খোলা ছিল, হতাশ।",0,"থ্রিডি-B মাস্ক-I এর প্যাকেট খোলা ছিল, হতাশ।"
705,সবাই নিতে পারেন থ্রিডি মাস্ক।,2,সবাই নিতে পারেন থ্রিডি-B মাস্ক-I।
706,হাতে পেলাম থ্রিডি মাস্ক।,1,হাতে পেলাম থ্রিডি-B মাস্ক-I।
707,"থ্রিডি মাস্ক হাতে পেয়েছি, ধন্যবাদ।",1,"থ্রিডি-B মাস্ক-I হাতে পেয়েছি, ধন্যবাদ।"
708,সবাই নিতে পারেন থ্রিডি মাস্ক।,2,সবাই নিতে পারেন থ্রিডি-B মাস্ক-I।
709,থ্রিডি মাস্ক এর মান খুব ভালো।,2,থ্রিডি-B মাস্ক-I এর মান খুব ভালো।
710,হতাশ থ্রিডি মাস্ক দেখে।,0,হতাশ থ্রিডি-B মাস্ক-I দেখে।
711,সাধারণ থ্রিডি মাস্ক।,1,সাধারণ থ্রিডি-B মাস্ক-I।
712,"ধন্যবাদ, থ্রিডি মাস্ক খুব কাজে দিয়েছে।",2,"ধন্যবাদ, থ্রিডি-B মাস্ক-I খুব কাজে দিয়েছে।"
713,মাঝারি মানের থ্রিডি মাস্ক।,1,মাঝারি মানের থ্রিডি-B মাস্ক-I।
714,"থ্রিডি মাস্ক এর প্যাকেট খোলা ছিল, হতাশ।",0,"থ্রিডি-B মাস্ক-I এর প্যাকেট খোলা ছিল, হতাশ।"
715,সবাই নিতে পারেন থ্রিডি মাস্ক।,2,সবাই নিতে পারেন থ্রিডি-B মাস্ক-I।
716,থ্রিডি মাস্ক এর অবস্থা মোটামুটি।,1,থ্রিডি-B মাস্ক-I এর অবস্থা মোটামুটি।
717,"ডেলিভারি ঠিক ছিল, থ্রিডি মাস্ক ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, থ্রিডি-B মাস্ক-I ঠিক আছে।"
718,খুব ভালো থ্রিডি মাস্ক!,2,খুব ভালো থ্রিডি-B মাস্ক-I!
719,মাঝারি মানের থ্রিডি মাস্ক।,1,মাঝারি মানের থ্রিডি-B মাস্ক-I।
720,থ্রিডি মাস্ক এর মেয়াদ নেই।,0,থ্রিডি-B মাস্ক-I এর মেয়াদ নেই।
721,সবাই নিতে পারেন থ্রিডি মাস্ক।,2,সবাই নিতে পারেন থ্রিডি-B মাস্ক-I।
722,অনেক ভালো থ্রিডি মাস্ক।,2,অনেক ভালো থ্রিডি-B মাস্ক-I।
723,হাতে পেলাম থ্রিডি মাস্ক।,1,হাতে পেলাম থ্রিডি-B মাস্ক-I।
724,ঠিক আছে থ্রিডি মাস্ক।,1,ঠিক আছে থ্রিডি-B মাস্ক-I।
725,থ্রিডি মাস্ক এর প্যাকিং ভালো।,1,থ্রিডি-B মাস্ক-I এর প্যাকিং ভালো।
726,থ্রিডি মাস্ক ব্যবহার করে জানাবো।,1,থ্রিডি-B মাস্ক-I ব্যবহার করে জানাবো।
727,খারাপ সার্ভিস থ্রিডি মাস্ক এর জন্য।,0,খারাপ সার্ভিস থ্রিডি-B মাস্ক-I এর জন্য।
728,ঠিক আছে থ্রিডি মাস্ক।,1,ঠিক আছে থ্রিডি-B মাস্ক-I।
729,থ্রিডি মাস্ক নকল মনে হচ্ছে।,0,থ্রিডি-B মাস্ক-I নকল মনে হচ্ছে।
730,ঠিকমতো থ্রিডি মাস্ক পাইনি।,0,ঠিকমতো থ্রিডি-B মাস্ক-I পাইনি।
731,থ্রিডি মাস্ক নকল মনে হচ্ছে।,0,থ্রিডি-B মাস্ক-I নকল মনে হচ্ছে।
732,"টাকা নষ্ট, থ্রিডি মাস্ক ভালো কাজ করে না।",0,"টাকা নষ্ট, থ্রিডি-B মাস্ক-I ভালো কাজ করে না।"
733,অরিজিনাল থ্রিডি মাস্ক পেয়ে খুশি।,2,অরিজিনাল থ্রিডি-B মাস্ক-I পেয়ে খুশি।
734,থ্রিডি মাস্ক খুব ভালো কাজ করে।,2,থ্রিডি-B মাস্ক-I খুব ভালো কাজ করে।
735,"দেখলাম থ্রিডি মাস্ক, ঠিক আছে।",1,"দেখলাম থ্রিডি-B মাস্ক-I, ঠিক আছে।"
736,"ডেলিভারি ঠিক ছিল, থ্রিডি মাস্ক ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, থ্রিডি-B মাস্ক-I ঠিক আছে।"
737,খারাপ সার্ভিস থ্রিডি মাস্ক এর জন্য।,0,খারাপ সার্ভিস থ্রিডি-B মাস্ক-I এর জন্য।
738,"টাকা নষ্ট, থ্রিডি মাস্ক ভালো কাজ করে না।",0,"টাকা নষ্ট, থ্রিডি-B মাস্ক-I ভালো কাজ করে না।"
739,থ্রিডি মাস্ক খুব ভালো কাজ করে।,2,থ্রিডি-B মাস্ক-I খুব ভালো কাজ করে।
740,হতাশ থ্রিডি মাস্ক দেখে।,0,হতাশ থ্রিডি-B মাস্ক-I দেখে।
741,"ডেলিভারি ঠিক ছিল, থ্রিডি মাস্ক ঠিক আছে।",1,"ডেলিভারি ঠিক ছিল, থ্রিডি-B মাস্ক-I ঠিক আছে।"
742,খারাপ সার্ভিস থ্রিডি মাস্ক এর জন্য।,0,খারাপ সার্ভিস থ্রিডি-B মাস্ক-I এর জন্য।
743,থ্রিডি মাস্ক এর অবস্থা মোটামুটি।,1,থ্রিডি-B মাস্ক-I এর অবস্থা মোটামুটি।
